0,1,2,3,4,label
0.724,0.056,0.031,0.377,0.15,0
0.67,0.051,0.026,0.205,0.131,0
0.597,0.053,0.03,0.329,0.169,0
0.749,0.065,0.039,0.482,0.099,0
0.743,0.053,0.031,0.257,0.104,0
0.628,0.055,0.034,0.402,0.117,0
0.738,0.039,0.018,0.161,0.085,0
0.704,0.058,0.032,0.277,0.165,0
0.686,0.038,0.019,0.164,0.15,0
0.667,0.057,0.034,0.313,0.153,0
0.633,0.067,0.036,0.479,0.09,0
0.669,0.05,0.023,0.144,0.071,0
0.476,0.059,0.036,0.321,0.136,0
0.732,0.051,0.029,0.31,0.197,0
0.815,0.057,0.03,0.226,0.099,0
0.535,0.06,0.036,0.333,0.221,0
0.905,0.06,0.037,0.354,0.124,0
0.661,0.053,0.027,0.336,0.204,0
0.634,0.059,0.031,0.248,0.155,0
0.674,0.065,0.044,0.354,0.115,0
0.66,0.059,0.034,0.347,0.12,0
0.676,0.062,0.036,0.289,0.084,0
0.678,0.049,0.031,0.162,0.091,0
0.731,0.051,0.026,0.167,0.097,0
0.647,0.056,0.027,0.201,0.111,0
0.791,0.054,0.027,0.187,0.113,0
0.687,0.067,0.043,0.391,0.212,0
0.765,0.043,0.023,0.247,0.088,0
0.757,0.059,0.034,0.356,0.173,0
0.662,0.061,0.031,0.365,0.224,0
0.621,0.057,0.028,0.31,0.217,0
0.536,0.074,0.053,0.373,0.142,0
0.665,0.068,0.045,0.419,0.139,0
0.559,0.055,0.032,0.352,0.145,0
0.632,0.053,0.032,0.344,0.166,0
0.64,0.05,0.029,0.178,0.1,0
0.801,0.055,0.032,0.355,0.168,0
0.711,0.061,0.035,0.225,0.08,0
0.716,0.055,0.032,0.327,0.14,0
0.721,0.059,0.034,0.237,0.096,0
0.681,0.066,0.039,0.263,0.076,0
0.752,0.059,0.032,0.218,0.131,0
0.625,0.072,0.052,0.286,0.203,0
0.719,0.085,0.068,0.21,0.18,0
0.742,0.104,0.09,0.233,0.076,0
0.739,0.108,0.091,0.319,0.103,0
0.631,0.104,0.087,0.327,0.208,0
0.641,0.083,0.059,0.421,0.114,0
0.614,0.063,0.038,0.434,0.161,0
0.712,0.064,0.038,0.437,0.129,0
0.734,0.048,0.026,0.224,0.12,0
0.704,0.066,0.045,0.219,0.09,0
0.638,0.078,0.063,0.221,0.081,0
0.762,0.059,0.035,0.325,0.155,0
0.737,0.052,0.025,0.272,0.176,0
0.671,0.07,0.045,0.238,0.092,0
0.476,0.069,0.041,0.276,0.073,0
0.639,0.099,0.086,0.233,0.076,0
0.674,0.074,0.061,0.23,0.108,0
0.708,0.075,0.053,0.318,0.106,0
0.614,0.064,0.035,0.282,0.202,0
0.699,0.057,0.036,0.208,0.088,0
0.638,0.053,0.036,0.161,0.243,0
0.676,0.065,0.044,0.299,0.155,0
0.633,0.067,0.04,0.374,0.138,0
0.739,0.061,0.036,0.251,0.144,0
0.64,0.052,0.028,0.271,0.172,0
0.792,0.053,0.037,0.121,0.128,0
0.745,0.067,0.042,0.228,0.094,0
0.722,0.072,0.051,0.164,0.131,0
0.727,0.068,0.044,0.238,0.143,0
0.642,0.063,0.038,0.373,0.226,0
0.76,0.045,0.023,0.205,0.106,0
0.785,0.057,0.037,0.287,0.122,0
0.699,0.061,0.033,0.317,0.1,0
0.576,0.074,0.049,0.232,0.121,0
0.711,0.074,0.046,0.363,0.188,0
0.639,0.061,0.032,0.357,0.153,0
0.655,0.049,0.029,0.251,0.168,0
0.769,0.079,0.06,0.217,0.283,0
0.654,0.086,0.064,0.235,0.207,0
0.765,0.093,0.067,0.245,0.216,0
0.749,0.058,0.03,0.148,0.125,0
0.673,0.067,0.042,0.292,0.134,0
0.667,0.069,0.051,0.214,0.138,0
0.56,0.072,0.047,0.363,0.095,0
0.787,0.059,0.037,0.173,0.101,0
0.642,0.049,0.027,0.219,0.093,0
0.681,0.054,0.032,0.335,0.051,0
0.675,0.089,0.071,0.241,0.091,0
0.805,0.065,0.043,0.387,0.138,0
0.504,0.047,0.035,0.11,0.117,0
0.718,0.048,0.027,0.213,0.171,0
0.6,0.096,0.068,0.234,0.259,0
0.623,0.072,0.05,0.259,0.101,0
0.767,0.084,0.07,0.218,0.118,0
0.615,0.082,0.057,0.264,0.14,0
0.738,0.057,0.03,0.186,0.094,0
0.704,0.074,0.051,0.279,0.119,0
0.714,0.058,0.033,0.275,0.128,0
0.757,0.042,0.024,0.169,0.106,0
0.667,0.042,0.023,0.245,0.159,0
0.728,0.087,0.064,0.25,0.144,0
0.638,0.112,0.08,0.308,0.094,0
0.494,0.098,0.067,0.264,0.514,0
0.721,0.041,0.021,0.171,0.106,0
0.639,0.097,0.069,0.278,0.105,0
0.722,0.066,0.048,0.177,0.115,0
0.676,0.125,0.105,0.232,0.137,0
0.668,0.129,0.13,0.24,0.11,0
0.674,0.143,0.143,0.227,0.119,0
0.697,0.122,0.117,0.218,0.106,0
0.638,0.138,0.115,0.245,0.452,0
0.74,0.138,0.118,0.231,0.136,0
0.698,0.119,0.091,0.171,0.104,0
0.632,0.066,0.038,0.284,0.084,0
0.617,0.082,0.069,0.185,0.106,0
0.509,0.143,0.119,0.267,0.649,0
0.897,0.084,0.066,0.225,0.081,0
0.693,0.118,0.114,0.236,0.091,0
0.658,0.185,0.141,0.248,0.202,0
0.637,0.058,0.035,0.225,0.182,0
0.677,0.064,0.041,0.171,0.255,0
0.654,0.221,0.195,0.323,0.27,0
0.735,0.111,0.102,0.191,0.07,0
0.706,0.083,0.067,0.168,0.203,0
0.71,0.101,0.085,0.23,0.109,0
0.516,0.095,0.076,0.272,0.06,0
0.687,0.102,0.089,0.256,0.137,0
0.699,0.255,0.224,0.346,0.148,0
0.553,0.241,0.225,0.344,0.175,0
0.736,0.19,0.152,0.322,0.073,0
0.738,0.045,0.023,0.265,0.198,0
0.809,0.115,0.102,0.194,0.245,0
0.644,0.112,0.101,0.224,0.135,0
0.644,0.222,0.184,0.313,0.144,0
0.749,0.067,0.046,0.176,0.101,0
0.792,0.083,0.075,0.143,0.125,0
0.666,0.11,0.097,0.181,0.231,0
0.73,0.103,0.093,0.204,0.115,0
0.676,0.042,0.023,0.21,0.194,0
0.669,0.051,0.027,0.354,0.168,0
0.907,0.109,0.093,0.235,0.074,0
0.596,0.118,0.118,0.24,0.068,0
0.724,0.124,0.119,0.238,0.097,0
0.449,0.115,0.104,0.225,0.161,0
0.672,0.099,0.09,0.256,0.115,0
0.656,0.153,0.146,0.249,0.158,0
0.732,0.093,0.086,0.165,0.16,0
0.727,0.116,0.102,0.206,0.187,0
0.695,0.214,0.175,0.303,0.21,0
0.789,0.074,0.07,0.17,0.186,0
0.726,0.145,0.142,0.229,0.102,0
0.721,0.123,0.122,0.232,0.136,0
0.745,0.089,0.081,0.203,0.109,0
0.659,0.213,0.21,0.328,0.068,0
0.705,0.101,0.071,0.249,0.203,0
0.671,0.123,0.107,0.255,0.165,0
0.411,0.139,0.135,0.221,0.084,0
0.678,0.112,0.101,0.228,0.118,0
0.695,0.087,0.083,0.186,0.109,0
0.674,0.134,0.128,0.212,0.101,0
0.41,0.119,0.117,0.208,0.251,0
0.649,0.044,0.006,0.257,0.2,0
0.749,0.055,0.036,0.223,0.143,0
0.754,0.05,0.03,0.276,0.148,0
0.683,0.057,0.031,0.353,0.134,0
0.686,0.057,0.027,0.445,0.201,0
0.655,0.132,0.128,0.235,0.101,0
0.624,0.047,0.027,0.19,0.127,0
0.607,0.165,0.163,0.239,0.1,0
0.689,0.173,0.162,0.256,0.084,0
0.568,0.109,0.099,0.208,0.067,0
0.633,0.148,0.138,0.268,0.317,0
0.608,0.078,0.043,0.264,0.153,0
0.721,0.095,0.084,0.222,0.087,0
0.58,0.102,0.089,0.222,0.125,0
0.708,0.055,0.029,0.286,0.168,0
0.692,0.069,0.034,0.388,0.207,0
0.644,0.063,0.036,0.336,0.464,0
0.694,0.107,0.095,0.204,0.121,0
0.583,0.116,0.107,0.222,0.084,0
0.816,0.073,0.039,0.213,0.118,0
0.637,0.061,0.033,0.321,0.177,0
0.647,0.096,0.067,0.379,0.127,0
0.691,0.086,0.069,0.189,0.148,0
0.718,0.063,0.042,0.157,0.15,0
0.627,0.082,0.038,0.471,0.141,0
0.659,0.152,0.159,0.237,0.177,0
0.71,0.152,0.155,0.235,0.097,0
0.689,0.087,0.072,0.244,0.178,0
0.702,0.106,0.093,0.206,0.254,0
0.536,0.168,0.176,0.232,0.116,0
0.502,0.06,0.038,0.17,0.101,0
0.648,0.054,0.029,0.16,0.109,0
0.68,0.091,0.072,0.281,0.17,0
0.801,0.073,0.063,0.11,0.082,0
0.743,0.098,0.086,0.174,0.16,0
0.629,0.159,0.166,0.248,0.072,0
0.826,0.104,0.104,0.177,0.199,0
0.758,0.055,0.039,0.105,0.081,0
0.713,0.084,0.044,0.468,0.208,0
0.73,0.074,0.058,0.093,0.122,0
0.951,0.085,0.068,0.152,0.052,0
0.608,0.104,0.073,0.175,0.052,0
0.674,0.114,0.1,0.166,0.16,0
0.609,0.147,0.139,0.206,0.119,0
0.692,0.111,0.084,0.173,0.125,0
0.67,0.136,0.139,0.194,0.116,0
0.659,0.126,0.111,0.179,0.168,0
0.517,0.12,0.09,0.183,0.242,0
0.628,0.12,0.09,0.183,0.188,0
0.653,0.063,0.039,0.283,0.18,0
0.742,0.071,0.046,0.344,0.119,0
0.661,0.054,0.03,0.202,0.124,0
0.604,0.062,0.035,0.379,0.163,0
0.734,0.062,0.032,0.345,0.139,0
0.702,0.05,0.028,0.184,0.095,0
0.661,0.066,0.039,0.36,0.161,0
0.715,0.054,0.029,0.273,0.132,0
0.641,0.052,0.027,0.265,0.142,0
0.684,0.051,0.028,0.28,0.185,0
0.656,0.074,0.054,0.252,0.141,0
0.747,0.047,0.027,0.257,0.082,0
0.759,0.088,0.065,0.27,0.109,0
0.734,0.054,0.028,0.265,0.122,0
0.68,0.071,0.051,0.161,0.124,0
0.617,0.062,0.042,0.331,0.167,0
0.726,0.054,0.033,0.346,0.154,0
0.713,0.071,0.052,0.293,0.257,0
0.681,0.066,0.047,0.121,0.09,0
0.685,0.042,0.027,0.067,0.122,0
0.731,0.043,0.025,0.042,0.059,0
0.635,0.037,0.016,0.201,0.111,0
0.772,0.063,0.039,0.348,0.166,0
0.697,0.063,0.037,0.365,0.401,0
0.688,0.06,0.035,0.474,0.198,0
0.555,0.063,0.034,0.377,0.132,0
0.671,0.056,0.032,0.293,0.375,0
0.69,0.038,0.017,0.017,0.08,0
0.719,0.033,0.016,0.08,0.061,0
0.687,0.036,0.016,0.114,0.076,0
0.624,0.061,0.035,0.415,0.142,0
0.73,0.05,0.029,0.198,0.113,0
0.684,0.046,0.024,0.248,0.16,0
0.464,0.061,0.035,0.381,0.0,0
0.736,0.055,0.027,0.195,0.2,0
0.715,0.039,0.02,0.19,0.125,0
0.713,0.034,0.014,0.096,0.105,0
0.681,0.058,0.042,0.033,0.103,0
0.633,0.173,0.189,0.243,0.078,0
0.712,0.054,0.031,0.211,0.123,0
0.721,0.057,0.037,0.111,0.146,0
0.644,0.118,0.102,0.222,0.179,0
0.653,0.123,0.112,0.203,0.134,0
0.647,0.09,0.075,0.206,0.201,0
0.66,0.131,0.121,0.199,0.161,0
0.681,0.142,0.14,0.209,0.081,0
0.616,0.16,0.117,0.2,0.123,0
0.731,0.045,0.026,0.154,0.126,0
0.83,0.094,0.068,0.147,0.142,0
0.479,0.135,0.136,0.192,0.065,0
0.683,0.086,0.071,0.119,0.186,0
0.768,0.096,0.077,0.161,0.163,0
0.848,0.154,0.11,0.202,0.456,0
0.722,0.097,0.081,0.195,0.154,0
0.648,0.123,0.096,0.149,0.173,0
0.72,0.042,0.02,0.051,0.081,0
0.508,0.161,0.119,0.286,0.492,0
0.618,0.187,0.143,0.326,0.422,0
0.707,0.111,0.098,0.189,0.191,0
0.805,0.121,0.102,0.164,0.211,0
0.677,0.164,0.169,0.222,0.113,0
0.0,0.192,0.148,0.335,0.0,0
0.681,0.123,0.123,0.158,0.176,0
0.692,0.051,0.035,0.067,0.117,0
0.885,0.06,0.037,0.232,0.058,0
0.654,0.153,0.122,0.282,0.244,0
0.644,0.143,0.141,0.239,0.108,0
0.561,0.045,0.027,0.162,0.083,0
0.572,0.099,0.086,0.178,0.234,0
0.806,0.071,0.066,0.142,0.124,0
0.711,0.056,0.047,0.045,0.07,0
0.652,0.055,0.034,0.134,0.22,0
0.0,0.113,0.101,0.218,0.0,0
0.712,0.082,0.086,0.158,0.235,0
0.711,0.107,0.111,0.185,0.135,0
0.715,0.041,0.024,0.1,0.085,0
0.593,0.068,0.046,0.23,0.113,0
0.834,0.043,0.031,0.052,0.028,0
0.682,0.068,0.047,0.213,0.093,0
0.737,0.111,0.111,0.176,0.233,0
0.619,0.174,0.184,0.232,0.078,0
0.653,0.028,0.031,0.087,0.173,0
0.82,0.093,0.079,0.167,0.126,0
0.597,0.124,0.11,0.19,0.287,0
0.781,0.178,0.182,0.248,0.22,0
0.7,0.047,0.027,0.118,0.1,0
0.852,0.121,0.138,0.181,0.211,0
0.701,0.055,0.029,0.162,0.118,0
0.709,0.088,0.07,0.174,0.098,0
0.81,0.079,0.066,0.188,0.141,0
0.712,0.071,0.064,0.061,0.12,0
0.647,0.181,0.18,0.236,0.212,0
0.504,0.08,0.062,0.154,0.147,0
0.814,0.077,0.064,0.194,0.179,0
0.0,0.122,0.112,0.197,0.0,0
1.0,0.122,0.112,0.197,0.045,0
0.625,0.042,0.02,0.042,0.059,0
0.878,0.284,0.28,0.403,0.178,0
0.775,0.094,0.076,0.212,0.115,0
0.611,0.078,0.061,0.191,0.157,0
0.659,0.069,0.045,0.121,0.107,0
0.69,0.041,0.019,0.103,0.081,0
0.656,0.112,0.098,0.23,0.248,0
0.549,0.085,0.058,0.195,0.059,0
0.676,0.438,0.438,0.567,0.268,0
0.478,0.141,0.123,0.213,0.141,0
0.609,0.104,0.097,0.22,0.197,0
0.777,0.118,0.11,0.178,0.24,0
0.655,0.427,0.427,0.557,0.179,0
0.679,0.448,0.451,0.56,0.367,0
0.379,0.342,0.342,0.427,0.0,0
0.659,0.33,0.313,0.41,0.288,0
0.66,0.15,0.154,0.198,0.095,0
0.526,0.416,0.404,0.524,0.327,0
0.63,0.406,0.381,0.499,0.294,0
0.612,0.328,0.309,0.408,0.28,0
0.703,0.119,0.112,0.176,0.067,0
0.678,0.07,0.043,0.235,0.161,0
0.621,0.083,0.064,0.177,0.117,0
0.676,0.17,0.165,0.221,0.293,0
0.837,0.138,0.117,0.18,0.167,0
0.391,0.132,0.108,0.192,0.201,0
1.0,0.131,0.112,0.245,0.013,0
0.686,0.069,0.054,0.189,0.129,0
0.278,0.132,0.108,0.192,0.0,0
0.391,0.111,0.112,0.224,0.086,0
0.482,0.085,0.059,0.275,0.023,0
0.805,0.201,0.174,0.282,0.165,0
0.693,0.382,0.356,0.465,0.15,0
0.661,0.393,0.361,0.485,0.478,0
0.841,0.101,0.083,0.191,0.11,0
0.417,0.121,0.115,0.179,0.109,0
0.976,0.121,0.115,0.179,0.095,0
0.623,0.095,0.078,0.187,0.126,0
0.793,0.097,0.087,0.206,0.166,0
0.721,0.095,0.08,0.221,0.191,0
0.697,0.155,0.153,0.223,0.219,0
0.779,0.056,0.042,0.077,0.067,0
0.729,0.07,0.046,0.365,0.188,0
0.67,0.087,0.073,0.233,0.125,0
0.811,0.102,0.099,0.173,0.286,0
0.696,0.101,0.108,0.157,0.261,0
0.558,0.099,0.084,0.228,0.125,0
0.601,0.099,0.08,0.181,0.082,0
0.816,0.108,0.103,0.147,0.191,0
0.705,0.078,0.065,0.113,0.13,0
0.805,0.065,0.039,0.323,0.142,0
0.549,0.068,0.041,0.334,0.177,0
0.621,0.099,0.084,0.214,0.191,0
0.676,0.093,0.088,0.142,0.151,0
0.649,0.086,0.076,0.278,0.253,0
0.751,0.084,0.068,0.238,0.117,0
0.785,0.164,0.166,0.225,0.276,0
0.713,0.048,0.03,0.146,0.157,0
0.807,0.083,0.066,0.26,0.16,0
0.758,0.04,0.021,0.201,0.136,0
0.715,0.046,0.021,0.256,0.109,0
0.73,0.044,0.024,0.192,0.127,0
0.641,0.05,0.024,0.227,0.159,0
0.819,0.041,0.019,0.106,0.046,0
0.752,0.048,0.023,0.214,0.167,0
0.714,0.058,0.029,0.299,0.189,0
0.644,0.062,0.029,0.329,0.188,0
0.729,0.056,0.029,0.178,0.159,0
0.727,0.05,0.03,0.261,0.257,0
0.622,0.071,0.041,0.438,0.128,0
0.695,0.07,0.037,0.412,0.132,0
0.58,0.065,0.038,0.347,0.141,0
0.786,0.065,0.034,0.411,0.129,0
0.769,0.067,0.036,0.332,0.135,0
0.619,0.077,0.053,0.295,0.167,0
0.639,0.056,0.029,0.391,0.157,0
0.657,0.063,0.038,0.319,0.169,0
0.661,0.07,0.04,0.462,0.15,0
0.577,0.067,0.035,0.366,0.13,0
0.748,0.04,0.023,0.179,0.069,0
0.686,0.044,0.025,0.195,0.108,0
0.627,0.067,0.042,0.28,0.083,0
0.569,0.061,0.034,0.282,0.113,0
0.653,0.053,0.026,0.261,0.101,0
0.603,0.06,0.03,0.299,0.2,0
0.698,0.059,0.037,0.237,0.095,0
0.748,0.058,0.03,0.245,0.156,0
0.725,0.074,0.042,0.4,0.162,0
0.738,0.064,0.035,0.301,0.162,0
0.751,0.05,0.025,0.2,0.141,0
0.68,0.052,0.027,0.222,0.099,0
0.645,0.071,0.039,0.372,0.141,0
0.721,0.064,0.037,0.244,0.107,0
0.713,0.036,0.02,0.153,0.102,0
0.631,0.062,0.035,0.291,0.136,0
0.711,0.042,0.021,0.238,0.128,0
0.7,0.054,0.03,0.279,0.148,0
0.753,0.076,0.039,0.423,0.168,0
0.687,0.064,0.041,0.258,0.104,0
0.757,0.057,0.032,0.256,0.13,0
0.477,0.055,0.029,0.299,0.103,0
0.752,0.06,0.034,0.212,0.079,0
0.613,0.062,0.041,0.255,0.133,0
0.744,0.04,0.023,0.168,0.134,0
0.694,0.055,0.031,0.197,0.137,0
0.617,0.058,0.031,0.242,0.083,0
0.668,0.066,0.037,0.32,0.077,0
0.794,0.057,0.031,0.273,0.048,0
0.737,0.057,0.031,0.17,0.099,0
0.729,0.063,0.037,0.296,0.165,0
0.622,0.046,0.025,0.261,0.184,0
0.476,0.048,0.024,0.304,0.051,0
0.69,0.053,0.03,0.329,0.065,0
0.746,0.048,0.027,0.32,0.203,0
0.625,0.073,0.05,0.251,0.125,0
0.749,0.07,0.05,0.221,0.158,0
0.868,0.065,0.048,0.18,0.062,0
0.628,0.061,0.03,0.355,0.173,0
0.664,0.059,0.036,0.197,0.094,0
0.654,0.054,0.03,0.197,0.143,0
0.685,0.071,0.051,0.231,0.107,0
0.763,0.043,0.021,0.205,0.121,0
0.682,0.063,0.028,0.41,0.129,0
0.74,0.051,0.03,0.143,0.115,0
0.724,0.064,0.03,0.36,0.136,0
0.778,0.068,0.047,0.239,0.116,0
0.695,0.04,0.016,0.197,0.119,0
0.647,0.059,0.03,0.312,0.102,0
0.725,0.069,0.058,0.143,0.129,0
0.753,0.07,0.063,0.202,0.079,0
0.646,0.08,0.061,0.298,0.138,0
0.772,0.066,0.042,0.285,0.161,0
1.0,0.061,0.039,0.245,0.026,0
0.651,0.072,0.051,0.268,0.134,0
0.638,0.041,0.017,0.183,0.147,0
0.536,0.065,0.027,0.383,0.079,0
0.736,0.048,0.023,0.291,0.173,0
0.659,0.098,0.092,0.232,0.199,0
0.718,0.065,0.038,0.246,0.15,0
0.758,0.056,0.031,0.204,0.081,0
0.641,0.075,0.073,0.16,0.185,0
0.612,0.082,0.061,0.326,0.202,0
0.687,0.08,0.063,0.219,0.126,0
0.711,0.036,0.017,0.16,0.149,0
0.78,0.036,0.017,0.224,0.11,0
0.694,0.083,0.072,0.218,0.135,0
0.673,0.087,0.073,0.251,0.109,0
0.54,0.04,0.02,0.268,0.115,0
0.571,0.091,0.083,0.249,0.264,0
0.753,0.041,0.019,0.255,0.144,0
0.726,0.043,0.022,0.299,0.136,0
0.608,0.071,0.048,0.226,0.087,0
0.722,0.051,0.026,0.357,0.165,0
0.679,0.058,0.028,0.375,0.147,0
0.743,0.053,0.027,0.358,0.119,0
0.749,0.076,0.058,0.186,0.124,0
0.741,0.066,0.051,0.186,0.147,0
0.781,0.079,0.065,0.232,0.109,0
0.632,0.076,0.052,0.286,0.158,0
0.639,0.073,0.053,0.204,0.121,0
0.667,0.069,0.045,0.21,0.1,0
0.569,0.077,0.055,0.223,0.156,0
0.607,0.063,0.027,0.356,0.127,0
0.746,0.062,0.031,0.282,0.161,0
0.779,0.075,0.051,0.265,0.119,0
0.727,0.07,0.045,0.277,0.127,0
0.742,0.078,0.06,0.284,0.086,0
0.567,0.077,0.066,0.255,0.116,0
0.604,0.053,0.029,0.321,0.141,0
0.737,0.053,0.028,0.298,0.248,0
0.651,0.071,0.06,0.223,0.105,0
0.741,0.056,0.033,0.365,0.159,0
0.756,0.053,0.025,0.248,0.112,0
0.541,0.077,0.055,0.292,0.113,0
0.666,0.069,0.058,0.218,0.126,0
0.816,0.072,0.063,0.233,0.082,0
0.749,0.063,0.046,0.24,0.115,0
0.681,0.067,0.044,0.267,0.108,0
0.709,0.074,0.049,0.317,0.095,0
0.679,0.046,0.023,0.295,0.141,0
0.615,0.051,0.025,0.318,0.178,0
0.651,0.08,0.047,0.47,0.123,0
0.568,0.086,0.046,0.492,0.095,0
0.74,0.073,0.038,0.341,0.239,0
0.693,0.082,0.047,0.478,0.077,0
0.708,0.064,0.037,0.308,0.246,0
0.745,0.05,0.024,0.27,0.138,0
0.618,0.077,0.041,0.391,0.202,0
0.718,0.04,0.018,0.169,0.145,0
0.615,0.056,0.026,0.342,0.188,0
0.751,0.085,0.042,0.482,0.149,0
0.745,0.057,0.033,0.257,0.154,0
0.745,0.087,0.044,0.486,0.168,0
0.655,0.046,0.023,0.264,0.194,0
0.737,0.072,0.042,0.492,0.095,0
0.627,0.071,0.042,0.531,0.132,0
0.752,0.042,0.027,0.148,0.087,0
0.744,0.053,0.03,0.248,0.161,0
0.716,0.065,0.034,0.304,0.167,0
0.603,0.065,0.035,0.303,0.17,0
0.702,0.074,0.04,0.362,0.14,0
0.749,0.06,0.038,0.27,0.181,0
0.739,0.045,0.024,0.163,0.135,0
0.604,0.042,0.018,0.219,0.184,0
0.76,0.08,0.045,0.46,0.213,0
0.563,0.071,0.044,0.315,0.132,0
0.728,0.075,0.045,0.322,0.131,0
0.693,0.071,0.038,0.418,0.133,0
0.524,0.067,0.034,0.396,0.063,0
0.585,0.074,0.041,0.424,0.102,0
0.77,0.063,0.037,0.319,0.184,0
0.692,0.084,0.041,0.448,0.295,0
0.618,0.075,0.039,0.411,0.202,0
0.78,0.067,0.035,0.328,0.127,0
0.639,0.068,0.038,0.382,0.122,0
0.708,0.062,0.033,0.249,0.232,0
0.761,0.055,0.027,0.202,0.187,0
0.772,0.055,0.028,0.31,0.143,0
0.682,0.057,0.029,0.307,0.162,0
0.62,0.055,0.031,0.217,0.23,0
0.617,0.046,0.022,0.197,0.126,0
0.643,0.054,0.031,0.275,0.194,0
0.79,0.055,0.026,0.33,0.133,0
1.0,0.067,0.037,0.35,0.061,0
0.839,0.07,0.043,0.299,0.081,0
0.61,0.05,0.026,0.324,0.1,0
0.623,0.064,0.036,0.444,0.165,0
0.633,0.059,0.032,0.234,0.34,0
0.709,0.04,0.022,0.137,0.163,0
0.708,0.072,0.039,0.343,0.164,0
0.667,0.07,0.042,0.293,0.231,0
0.791,0.055,0.031,0.211,0.112,0
0.68,0.06,0.033,0.285,0.175,0
0.719,0.059,0.029,0.397,0.225,0
0.727,0.065,0.037,0.4,0.195,0
0.786,0.064,0.033,0.362,0.172,0
0.737,0.07,0.036,0.402,0.208,0
0.623,0.082,0.05,0.367,0.157,0
0.77,0.065,0.038,0.412,0.099,0
0.706,0.063,0.032,0.321,0.199,0
0.755,0.052,0.024,0.204,0.148,0
0.759,0.05,0.023,0.26,0.15,0
0.771,0.046,0.027,0.311,0.109,0
0.459,0.029,0.016,0.13,0.056,0
0.802,0.08,0.049,0.372,0.126,0
0.662,0.06,0.03,0.287,0.204,0
0.783,0.043,0.024,0.218,0.16,0
0.643,0.076,0.047,0.337,0.164,0
0.665,0.053,0.028,0.41,0.12,0
0.634,0.064,0.031,0.337,0.143,0
0.567,0.071,0.037,0.415,0.081,0
0.601,0.05,0.022,0.184,0.286,0
0.614,0.064,0.03,0.351,0.158,0
0.763,0.052,0.028,0.251,0.153,0
0.702,0.065,0.041,0.468,0.147,0
0.7,0.049,0.024,0.224,0.109,0
0.671,0.065,0.04,0.313,0.185,0
0.634,0.066,0.039,0.461,0.12,0
0.793,0.064,0.033,0.37,0.099,0
0.677,0.051,0.026,0.247,0.136,0
0.67,0.059,0.03,0.308,0.21,0
0.612,0.08,0.046,0.394,0.107,0
0.837,0.082,0.054,0.378,0.142,0
0.875,0.082,0.055,0.345,0.094,0
0.755,0.054,0.027,0.3,0.199,0
0.555,0.053,0.03,0.299,0.119,0
0.494,0.064,0.033,0.291,0.111,0
0.642,0.051,0.025,0.366,0.173,0
0.731,0.066,0.04,0.446,0.178,0
0.66,0.051,0.029,0.296,0.209,0
0.799,0.054,0.031,0.322,0.174,0
0.749,0.056,0.031,0.283,0.142,0
0.73,0.058,0.033,0.428,0.137,0
0.887,0.052,0.027,0.399,0.113,0
0.693,0.063,0.033,0.339,0.166,0
0.69,0.085,0.048,0.415,0.078,0
0.787,0.079,0.049,0.355,0.152,0
0.646,0.065,0.033,0.378,0.189,0
0.765,0.062,0.036,0.313,0.136,0
0.509,0.059,0.033,0.432,0.044,0
0.721,0.058,0.033,0.375,0.285,0
0.645,0.065,0.035,0.4,0.133,0
0.644,0.063,0.036,0.348,0.072,0
0.751,0.082,0.05,0.401,0.13,0
0.698,0.081,0.046,0.39,0.135,0
0.789,0.08,0.046,0.363,0.204,0
0.614,0.077,0.042,0.351,0.152,0
0.748,0.062,0.034,0.24,0.228,0
0.671,0.057,0.031,0.219,0.217,0
0.752,0.049,0.026,0.249,0.147,0
0.787,0.061,0.033,0.341,0.161,0
0.595,0.057,0.033,0.313,0.177,0
0.805,0.066,0.037,0.277,0.045,0
0.57,0.061,0.032,0.398,0.127,0
0.811,0.067,0.036,0.428,0.145,0
0.601,0.085,0.047,0.419,0.102,0
0.689,0.049,0.026,0.338,0.167,0
0.586,0.071,0.035,0.447,0.095,0
0.679,0.059,0.034,0.351,0.094,0
0.705,0.049,0.027,0.226,0.223,0
0.837,0.053,0.03,0.273,0.127,0
0.751,0.055,0.029,0.348,0.177,0
0.83,0.059,0.031,0.375,0.135,0
0.698,0.061,0.035,0.414,0.097,0
0.633,0.055,0.029,0.284,0.122,0
0.717,0.067,0.037,0.36,0.118,0
0.845,0.084,0.048,0.407,0.092,0
0.767,0.044,0.02,0.17,0.132,0
0.658,0.051,0.028,0.28,0.121,0
0.894,0.065,0.035,0.357,0.111,0
0.715,0.06,0.032,0.341,0.127,0
0.782,0.06,0.029,0.346,0.187,0
0.751,0.055,0.03,0.284,0.194,0
0.637,0.086,0.047,0.455,0.108,0
0.888,0.06,0.032,0.318,0.063,0
0.725,0.049,0.022,0.317,0.149,0
0.827,0.048,0.025,0.348,0.205,0
0.681,0.062,0.029,0.378,0.134,0
0.731,0.066,0.031,0.392,0.121,0
0.731,0.053,0.026,0.269,0.141,0
0.717,0.088,0.049,0.444,0.131,0
0.724,0.061,0.029,0.388,0.192,0
0.643,0.061,0.031,0.35,0.213,0
0.687,0.053,0.026,0.259,0.216,0
0.831,0.046,0.021,0.191,0.1,0
0.692,0.06,0.035,0.268,0.114,0
0.635,0.065,0.036,0.286,0.14,0
