0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,label
0.142,0.058,,0.0,0.0,0.046,0.001,0.022,0.001,0.879,0.834,0.943,0.853,0.244,0.646,0.349,0.943,0.196,0.114,1
0.957,0.154,,0.0,0.0,0.042,0.0,0.029,0.001,0.94,0.93,0.968,0.918,0.466,0.489,0.376,0.968,0.127,0.129,1
0.451,0.267,,0.0,0.0,0.032,0.001,0.024,0.0,0.879,0.845,0.936,0.85,0.321,0.613,0.324,0.936,0.179,0.123,1
0.672,0.017,,0.0,0.0,0.023,0.001,0.015,0.001,0.793,0.73,0.875,0.765,0.147,0.712,0.342,0.875,0.242,0.11,1
0.478,0.0,,0.0,0.0,0.034,0.0,0.065,0.004,1.0,0.998,1.0,1.0,0.504,0.368,0.533,1.0,0.093,0.088,1
0.308,0.196,,0.0,0.0,0.036,0.001,0.024,0.0,0.76,0.703,0.838,0.733,0.192,0.684,0.342,0.838,0.238,0.112,1
0.451,0.292,,0.0,0.0,0.025,0.001,0.016,0.0,0.738,0.67,0.828,0.708,0.127,0.734,0.326,0.828,0.264,0.111,1
0.822,0.229,,0.0,0.0,0.036,0.0,0.025,0.0,0.651,0.577,0.778,0.588,0.112,0.891,0.089,0.778,0.326,0.138,1
0.526,0.075,,0.0,0.0,0.027,0.0,0.01,0.0,0.781,0.719,0.865,0.751,0.153,0.719,0.324,0.865,0.245,0.113,1
0.866,0.117,,0.333,0.0,0.023,0.001,0.03,0.001,0.788,0.725,0.869,0.761,0.151,0.707,0.345,0.869,0.241,0.109,1
0.439,0.079,,0.0,0.0,0.019,0.0,0.027,0.001,0.79,0.735,0.862,0.764,0.205,0.667,0.355,0.862,0.225,0.111,1
0.474,0.213,,0.0,0.0,0.019,0.0,0.025,0.0,0.874,0.848,0.92,0.85,0.377,0.556,0.359,0.92,0.162,0.122,1
0.589,0.346,,0.0,0.0,0.038,0.001,0.029,0.0,0.664,0.59,0.79,0.602,0.108,0.892,0.091,0.79,0.322,0.137,1
0.81,0.062,,0.0,0.0,0.042,0.002,0.042,0.001,0.955,0.959,0.973,0.932,0.552,0.441,0.366,0.973,0.105,0.145,1
0.304,0.213,,0.333,0.0,0.023,0.0,0.036,0.001,0.767,0.735,0.837,0.723,0.368,0.649,0.218,0.837,0.202,0.144,1
0.47,0.025,,0.0,0.0,0.048,0.001,0.042,0.001,0.903,0.866,0.951,0.886,0.291,0.576,0.414,0.951,0.173,0.106,1
0.059,0.167,,0.0,0.0,0.025,0.0,0.019,0.001,0.857,0.807,0.933,0.824,0.215,0.698,0.296,0.933,0.214,0.12,1
0.028,0.042,,0.333,0.0,0.021,0.0,0.046,0.001,0.876,0.827,0.944,0.848,0.222,0.667,0.338,0.944,0.204,0.114,1
0.439,0.079,,0.0,0.0,0.019,0.0,0.027,0.001,0.79,0.735,0.862,0.764,0.205,0.667,0.355,0.862,0.225,0.111,1
0.739,0.1,,0.0,0.0,0.042,0.001,0.025,0.0,0.868,0.835,0.929,0.836,0.325,0.626,0.3,0.929,0.183,0.128,1
0.411,0.213,,0.0,0.0,0.029,0.0,0.026,0.001,0.882,0.857,0.93,0.853,0.384,0.572,0.326,0.93,0.162,0.129,1
0.257,0.408,,0.0,0.0,0.029,0.001,0.022,0.001,0.714,0.652,0.81,0.672,0.177,0.759,0.235,0.81,0.268,0.125,1
0.008,0.042,,0.0,0.0,0.015,0.001,0.027,0.0,0.907,0.881,0.949,0.887,0.362,0.547,0.389,0.949,0.157,0.115,1
0.569,0.096,,0.333,0.0,0.019,0.0,0.042,0.001,0.955,0.959,0.972,0.933,0.552,0.438,0.372,0.972,0.105,0.142,1
0.281,0.083,,0.0,0.0,0.038,0.002,0.03,0.001,0.948,0.947,0.965,0.928,0.53,0.438,0.395,0.965,0.108,0.132,1
0.945,0.196,,0.0,0.0,0.036,0.001,0.022,0.001,0.646,0.561,0.786,0.58,0.037,0.953,0.065,0.786,0.351,0.135,1
0.328,0.225,,0.0,0.0,0.025,0.0,0.045,0.001,0.876,0.841,0.939,0.842,0.313,0.64,0.288,0.939,0.186,0.129,1
0.897,0.037,,0.0,0.0,0.036,0.0,0.019,0.001,0.871,0.831,0.932,0.845,0.28,0.626,0.345,0.932,0.189,0.117,1
0.834,0.292,,0.0,0.0,0.025,0.0,0.019,0.0,0.643,0.563,0.785,0.567,0.08,0.966,0.0,0.785,0.348,0.144,1
0.158,0.342,,0.0,0.0,0.025,0.0,0.024,0.001,0.783,0.758,0.848,0.737,0.41,0.631,0.205,0.848,0.188,0.152,1
0.814,0.196,,0.0,0.0,0.029,0.0,0.022,0.0,0.851,0.803,0.92,0.822,0.235,0.665,0.328,0.92,0.207,0.117,1
0.561,0.096,,0.0,0.0,0.036,0.001,0.031,0.001,0.875,0.829,0.941,0.847,0.239,0.656,0.338,0.941,0.2,0.115,1
0.664,0.362,,0.0,0.0,0.025,0.0,0.037,0.001,0.644,0.564,0.775,0.581,0.078,0.912,0.089,0.775,0.338,0.135,1
0.241,0.062,,0.0,0.0,0.027,0.0,0.01,0.0,0.782,0.717,0.867,0.754,0.134,0.725,0.334,0.867,0.249,0.11,1
0.561,0.037,,0.0,0.0,0.038,0.001,0.029,0.001,0.888,0.852,0.946,0.86,0.302,0.619,0.334,0.946,0.181,0.12,1
0.36,0.138,,0.333,0.0,0.025,0.001,0.026,0.001,0.863,0.827,0.915,0.841,0.312,0.586,0.378,0.915,0.178,0.114,1
0.992,0.104,,0.0,0.0,0.032,0.0,0.022,0.0,0.943,0.938,0.968,0.92,0.494,0.475,0.37,0.968,0.12,0.134,1
0.304,0.254,,0.0,0.0,0.038,0.001,0.024,0.001,0.875,0.841,0.932,0.847,0.319,0.608,0.334,0.932,0.179,0.121,1
0.917,0.292,,0.0,0.0,0.021,0.0,0.024,0.0,0.63,0.552,0.772,0.555,0.091,0.959,0.0,0.772,0.35,0.145,1
0.474,0.296,,0.0,0.0,0.019,0.0,0.014,0.0,0.743,0.677,0.834,0.707,0.147,0.747,0.285,0.834,0.262,0.117,1
0.47,0.262,,0.0,0.0,0.011,0.0,0.011,0.0,0.71,0.65,0.817,0.654,0.192,0.811,0.137,0.817,0.277,0.138,1
0.569,0.092,,0.0,0.0,0.03,0.0,0.02,0.0,0.868,0.826,0.934,0.839,0.263,0.651,0.323,0.934,0.196,0.119,1
0.783,0.058,,0.0,0.0,0.034,0.001,0.029,0.001,0.722,0.65,0.841,0.666,0.103,0.871,0.131,0.841,0.298,0.133,1
0.146,0.25,,0.0,0.0,0.025,0.0,0.02,0.001,0.852,0.813,0.917,0.819,0.293,0.645,0.302,0.917,0.194,0.125,1
0.984,0.108,,0.0,0.0,0.021,0.0,0.024,0.001,0.669,0.584,0.803,0.607,0.037,0.932,0.099,0.803,0.338,0.132,1
0.964,0.029,,0.0,0.0,0.034,0.001,0.026,0.0,0.961,0.959,0.98,0.942,0.509,0.449,0.397,0.98,0.111,0.129,1
0.134,0.233,,0.333,0.0,0.091,0.001,0.086,0.001,0.739,0.672,0.832,0.705,0.131,0.751,0.296,0.832,0.266,0.115,1
0.028,0.117,,0.333,0.0,0.048,0.001,0.041,0.001,0.79,0.748,0.875,0.74,0.289,0.724,0.178,0.875,0.223,0.142,1
0.095,0.125,,0.0,0.0,0.034,0.001,0.034,0.0,0.791,0.758,0.87,0.737,0.354,0.698,0.154,0.87,0.208,0.152,1
0.549,0.058,,0.0,0.0,0.034,0.001,0.025,0.0,0.892,0.859,0.943,0.869,0.319,0.587,0.368,0.943,0.173,0.116,1
0.549,0.058,,0.0,0.0,0.034,0.001,0.025,0.0,0.892,0.859,0.943,0.869,0.319,0.587,0.368,0.943,0.173,0.116,1
0.403,0.117,,0.0,0.0,0.017,0.0,0.025,0.0,0.889,0.85,0.947,0.864,0.282,0.62,0.353,0.947,0.184,0.116,1
0.775,0.196,,0.0,0.0,0.029,0.001,0.032,0.001,0.852,0.806,0.92,0.825,0.239,0.656,0.338,0.92,0.204,0.115,1
0.202,0.229,,0.333,0.0,0.04,0.0,0.041,0.002,0.796,0.78,0.853,0.751,0.465,0.594,0.209,0.853,0.174,0.159,1
0.905,0.004,,0.0,0.0,0.03,0.0,0.036,0.001,0.83,0.782,0.897,0.804,0.239,0.649,0.349,0.897,0.208,0.113,1
0.324,0.175,,0.0,0.0,0.019,0.0,0.016,0.0,0.861,0.819,0.916,0.84,0.274,0.601,0.391,0.916,0.187,0.109,1
0.909,0.158,,0.0,0.0,0.019,0.0,0.015,0.0,0.841,0.788,0.923,0.804,0.2,0.724,0.269,0.923,0.224,0.122,1
0.47,0.262,,0.0,0.0,0.011,0.0,0.011,0.0,0.71,0.65,0.817,0.654,0.192,0.811,0.137,0.817,0.277,0.138,1
0.834,0.154,,0.0,0.0,0.019,0.0,0.012,0.0,0.853,0.818,0.915,0.819,0.323,0.632,0.292,0.915,0.187,0.129,1
0.874,0.112,,0.333,0.0,0.019,0.0,0.047,0.0,0.791,0.733,0.871,0.761,0.177,0.702,0.326,0.871,0.236,0.113,1
0.557,0.092,,0.0,0.0,0.017,0.001,0.011,0.0,0.771,0.706,0.853,0.746,0.138,0.706,0.361,0.853,0.248,0.107,1
0.079,0.329,,0.0,0.0,0.023,0.0,0.017,0.0,0.791,0.772,0.852,0.744,0.451,0.611,0.195,0.852,0.18,0.159,1
0.265,0.288,,0.0,0.0,0.04,0.0,0.039,0.001,0.774,0.75,0.844,0.723,0.422,0.648,0.165,0.844,0.198,0.159,1
0.704,0.375,,0.0,0.0,0.015,0.0,0.014,0.0,0.941,0.922,0.976,0.92,0.407,0.522,0.383,0.976,0.141,0.12,1
0.802,0.058,,0.0,0.0,0.021,0.0,0.019,0.0,0.714,0.642,0.833,0.658,0.104,0.868,0.133,0.833,0.3,0.133,1
0.937,0.2,,0.0,0.0,0.029,0.0,0.024,0.0,0.848,0.797,0.921,0.82,0.205,0.681,0.332,0.921,0.214,0.114,1
0.648,0.367,,0.0,0.0,0.03,0.0,0.017,0.0,0.651,0.576,0.782,0.584,0.108,0.913,0.057,0.782,0.33,0.14,1
0.356,0.033,,0.0,0.0,0.034,0.001,0.032,0.001,0.883,0.842,0.944,0.857,0.269,0.633,0.345,0.944,0.19,0.116,1
0.609,0.067,,0.0,0.0,0.036,0.0,0.032,0.0,0.959,0.967,0.971,0.936,0.584,0.419,0.37,0.971,0.098,0.151,1
0.486,0.075,,0.0,0.0,0.034,0.001,0.024,0.001,0.895,0.87,0.947,0.864,0.369,0.591,0.311,0.947,0.166,0.13,1
0.87,0.162,,0.0,0.0,0.015,0.001,0.032,0.0,0.851,0.801,0.926,0.818,0.22,0.694,0.296,0.926,0.214,0.121,1
0.881,0.217,,0.0,0.0,0.027,0.0,0.015,0.0,0.838,0.791,0.912,0.804,0.241,0.682,0.294,0.912,0.211,0.122,1
0.826,0.15,,0.0,0.0,0.017,0.0,0.015,0.0,0.677,0.602,0.805,0.613,0.101,0.905,0.078,0.805,0.32,0.138,1
0.711,0.433,,0.0,0.0,0.008,0.0,0.032,0.001,0.926,0.899,0.963,0.91,0.353,0.531,0.425,0.963,0.152,0.107,1
0.526,0.179,,0.0,0.0,0.021,0.001,0.027,0.001,0.867,0.822,0.937,0.836,0.244,0.671,0.309,0.937,0.203,0.12,1
0.04,0.162,,0.333,0.0,0.061,0.001,0.025,0.001,0.762,0.685,0.864,0.726,0.06,0.801,0.287,0.864,0.28,0.113,1
0.972,0.162,,0.0,0.0,0.015,0.0,0.017,0.0,0.845,0.797,0.92,0.81,0.231,0.694,0.285,0.92,0.214,0.123,1
0.17,0.283,,0.0,0.0,0.015,0.0,0.017,0.0,0.751,0.685,0.839,0.721,0.136,0.729,0.324,0.839,0.258,0.112,1
0.763,0.192,,0.0,0.0,0.021,0.0,0.026,0.0,0.948,0.947,0.969,0.924,0.528,0.458,0.364,0.969,0.112,0.139,1
0.257,0.125,,0.0,0.0,0.021,0.0,0.009,0.0,0.765,0.694,0.854,0.737,0.099,0.741,0.343,0.854,0.262,0.107,1
0.458,0.138,,0.0,0.0,0.044,0.0,0.03,0.0,0.739,0.678,0.84,0.689,0.179,0.792,0.18,0.84,0.266,0.132,1
0.024,0.154,,0.0,0.0,0.021,0.0,0.03,0.0,0.807,0.784,0.878,0.754,0.414,0.661,0.152,0.878,0.197,0.16,1
0.308,0.154,,0.0,0.0,0.036,0.001,0.022,0.0,0.752,0.691,0.856,0.7,0.174,0.806,0.163,0.856,0.266,0.134,1
0.154,0.192,,0.0,0.0,0.04,0.001,0.031,0.001,0.861,0.818,0.921,0.838,0.263,0.622,0.368,0.921,0.192,0.112,1
0.273,0.138,,0.0,0.5,0.084,0.002,0.052,0.002,0.855,0.817,0.907,0.834,0.3,0.586,0.389,0.907,0.182,0.111,1
0.261,0.088,,0.0,0.0,0.032,0.001,0.04,0.001,0.88,0.84,0.943,0.851,0.274,0.64,0.328,0.943,0.191,0.119,1
0.403,0.221,,0.0,0.0,0.023,0.001,0.03,0.001,0.758,0.703,0.837,0.728,0.207,0.686,0.323,0.837,0.237,0.116,1
0.854,0.142,,0.333,0.0,0.03,0.0,0.035,0.001,0.847,0.81,0.91,0.814,0.31,0.634,0.302,0.91,0.191,0.126,1
0.257,0.125,,0.0,0.0,0.021,0.0,0.009,0.0,0.765,0.694,0.854,0.737,0.099,0.741,0.343,0.854,0.262,0.107,1
0.557,0.092,,0.0,0.0,0.017,0.001,0.011,0.0,0.771,0.706,0.853,0.746,0.138,0.706,0.361,0.853,0.248,0.107,1
0.917,0.221,,0.0,0.0,0.034,0.001,0.017,0.0,0.647,0.563,0.786,0.579,0.049,0.953,0.053,0.786,0.349,0.137,1
0.719,0.279,,0.0,0.0,0.036,0.0,0.017,0.001,0.945,0.938,0.974,0.919,0.487,0.495,0.345,0.974,0.125,0.137,1
0.368,0.008,,0.0,0.0,0.036,0.001,0.037,0.001,0.987,0.984,0.993,0.982,0.496,0.395,0.497,0.993,0.1,0.1,1
0.411,0.225,,0.0,0.0,0.032,0.001,0.034,0.001,0.857,0.814,0.928,0.823,0.263,0.672,0.288,0.928,0.202,0.124,1
0.474,0.183,,0.0,0.0,0.051,0.003,0.032,0.001,0.719,0.656,0.823,0.667,0.175,0.8,0.171,0.823,0.275,0.133,1
0.711,0.067,,0.0,0.0,0.025,0.0,0.011,0.0,0.963,0.967,0.971,0.948,0.556,0.401,0.427,0.971,0.096,0.131,1
0.85,0.017,,0.0,0.0,0.03,0.0,0.027,0.0,0.743,0.663,0.869,0.684,0.047,0.913,0.12,0.869,0.307,0.131,1
0.885,0.046,,0.0,0.0,0.029,0.0,0.016,0.0,0.962,0.97,0.974,0.939,0.584,0.419,0.37,0.974,0.095,0.149,1
0.49,0.146,,0.333,0.0,0.021,0.001,0.048,0.001,0.868,0.823,0.934,0.841,0.241,0.654,0.34,0.934,0.2,0.115,1
0.652,0.183,,0.0,0.0,0.048,0.001,0.026,0.001,0.865,0.831,0.923,0.836,0.319,0.615,0.323,0.923,0.183,0.124,1
0.613,0.088,,0.0,0.0,0.027,0.0,0.058,0.001,0.95,0.947,0.97,0.931,0.506,0.451,0.398,0.97,0.113,0.128,1
0.36,0.238,,0.0,0.0,0.036,0.0,0.017,0.0,0.877,0.844,0.934,0.846,0.325,0.615,0.317,0.934,0.18,0.125,1
0.261,0.088,,0.0,0.0,0.032,0.001,0.04,0.001,0.88,0.84,0.943,0.851,0.274,0.64,0.328,0.943,0.191,0.119,1
0.304,0.204,,0.0,0.0,0.015,0.0,0.017,0.0,0.765,0.726,0.85,0.712,0.319,0.718,0.157,0.85,0.223,0.147,1
0.739,0.129,,0.0,0.0,0.027,0.001,0.037,0.001,0.759,0.698,0.837,0.736,0.166,0.681,0.372,0.837,0.242,0.106,1
0.921,0.067,,0.333,0.0,0.029,0.001,0.046,0.001,0.855,0.814,0.919,0.826,0.274,0.64,0.328,0.919,0.195,0.119,1
0.142,0.208,,0.0,0.0,0.021,0.0,0.012,0.0,0.76,0.694,0.851,0.728,0.131,0.744,0.307,0.851,0.259,0.114,1
0.992,0.25,,0.0,0.0,0.025,0.0,0.03,0.001,0.621,0.531,0.766,0.555,0.009,0.971,0.065,0.766,0.37,0.133,1
0.684,0.162,,0.0,0.0,0.034,0.001,0.021,0.001,0.749,0.69,0.834,0.715,0.19,0.714,0.294,0.834,0.247,0.119,1
0.945,0.021,,0.0,0.0,0.015,0.0,0.037,0.001,0.715,0.639,0.828,0.666,0.08,0.846,0.194,0.828,0.3,0.125,1
0.783,0.229,,0.0,0.0,0.044,0.002,0.032,0.002,0.854,0.81,0.926,0.82,0.252,0.679,0.288,0.926,0.206,0.124,1
0.032,0.254,,0.0,0.0,0.027,0.001,0.034,0.001,0.875,0.832,0.935,0.85,0.263,0.629,0.357,0.935,0.191,0.114,1
0.791,0.121,,0.0,0.0,0.036,0.001,0.034,0.001,0.863,0.827,0.926,0.83,0.308,0.636,0.3,0.926,0.189,0.126,1
0.64,0.133,,0.0,0.0,0.029,0.0,0.019,0.0,0.882,0.856,0.932,0.853,0.373,0.579,0.326,0.932,0.165,0.128,1
0.364,0.075,,0.0,0.0,0.042,0.001,0.031,0.001,0.896,0.868,0.946,0.867,0.356,0.586,0.332,0.946,0.166,0.125,1
0.419,0.042,,0.0,0.0,0.023,0.001,0.026,0.0,0.884,0.844,0.94,0.86,0.28,0.612,0.368,0.94,0.184,0.113,1
0.613,0.088,,0.0,0.0,0.027,0.0,0.058,0.001,0.95,0.947,0.97,0.931,0.506,0.451,0.398,0.97,0.113,0.128,1
0.617,0.192,,0.0,0.0,0.042,0.0,0.027,0.001,0.869,0.833,0.926,0.843,0.306,0.607,0.349,0.926,0.182,0.118,1
0.708,0.358,,0.0,0.0,0.032,0.0,0.022,0.0,0.937,0.923,0.964,0.92,0.44,0.484,0.412,0.964,0.13,0.117,1
0.455,0.179,,0.0,0.0,0.021,0.0,0.039,0.001,0.759,0.706,0.836,0.727,0.226,0.68,0.313,0.836,0.232,0.119,1
0.921,0.196,,0.0,0.0,0.04,0.0,0.022,0.0,0.649,0.564,0.787,0.585,0.037,0.946,0.076,0.787,0.349,0.134,1
0.423,0.267,,0.333,0.0,0.023,0.0,0.248,0.007,0.814,0.772,0.881,0.78,0.289,0.649,0.298,0.881,0.203,0.126,1
0.755,0.121,,0.0,0.0,0.042,0.0,0.03,0.0,0.869,0.835,0.932,0.834,0.321,0.638,0.285,0.932,0.186,0.13,1
0.609,0.288,,0.0,0.0,0.034,0.0,0.032,0.001,0.672,0.601,0.791,0.612,0.134,0.862,0.112,0.791,0.309,0.137,1
0.024,0.029,,0.0,0.0,0.044,0.001,0.021,0.0,0.966,0.972,0.978,0.947,0.567,0.415,0.393,0.978,0.096,0.139,1
0.379,0.217,,0.0,0.0,0.025,0.0,0.007,0.0,0.759,0.702,0.836,0.733,0.194,0.678,0.349,0.836,0.237,0.111,1
0.02,0.179,,0.0,0.0,0.021,0.0,0.021,0.0,0.814,0.796,0.878,0.763,0.448,0.629,0.169,0.878,0.181,0.162,1
0.68,0.425,,0.0,0.0,0.017,0.0,0.03,0.001,0.928,0.909,0.965,0.905,0.409,0.531,0.368,0.965,0.144,0.123,1
0.312,0.121,,0.0,0.0,0.021,0.001,0.016,0.001,0.772,0.702,0.855,0.75,0.104,0.713,0.383,0.855,0.254,0.102,1
1.0,0.192,,0.0,0.0,0.032,0.001,0.031,0.001,0.947,0.944,0.972,0.92,0.515,0.478,0.345,0.972,0.119,0.144,1
0.49,0.146,,0.333,0.0,0.021,0.001,0.048,0.001,0.868,0.823,0.934,0.841,0.241,0.654,0.34,0.934,0.2,0.115,1
0.964,0.05,,0.0,0.0,0.023,0.0,0.026,0.001,0.857,0.81,0.926,0.829,0.229,0.665,0.334,0.926,0.206,0.115,1
0.206,0.279,,0.333,0.0,0.042,0.001,0.06,0.002,0.745,0.68,0.833,0.713,0.147,0.729,0.313,0.833,0.258,0.114,1
0.419,0.042,,0.0,0.0,0.023,0.001,0.026,0.0,0.884,0.844,0.94,0.86,0.28,0.612,0.368,0.94,0.184,0.113,1
0.684,0.2,,0.0,0.0,0.029,0.0,0.03,0.001,0.851,0.806,0.92,0.819,0.256,0.664,0.309,0.92,0.203,0.121,1
0.245,0.008,,0.0,0.0,0.021,0.0,0.026,0.001,0.922,0.895,0.964,0.902,0.356,0.551,0.389,0.964,0.156,0.115,1
0.573,0.213,,0.0,0.0,0.03,0.0,0.022,0.0,0.695,0.625,0.805,0.645,0.129,0.824,0.18,0.805,0.295,0.129,1
0.138,0.042,,0.0,0.0,0.034,0.001,0.03,0.0,0.905,0.88,0.945,0.886,0.371,0.535,0.398,0.945,0.153,0.114,1
0.747,0.142,,0.0,0.0,0.023,0.001,0.017,0.0,0.76,0.699,0.841,0.73,0.175,0.701,0.33,0.841,0.244,0.113,1
0.937,0.183,,0.0,0.0,0.025,0.0,0.022,0.0,0.792,0.737,0.876,0.756,0.196,0.721,0.277,0.876,0.236,0.122,1
0.36,0.388,,0.0,0.0,0.059,0.001,0.041,0.001,0.701,0.636,0.795,0.663,0.164,0.747,0.268,0.795,0.272,0.121,1
0.024,0.029,,0.0,0.0,0.044,0.001,0.021,0.0,0.966,0.972,0.978,0.947,0.567,0.415,0.393,0.978,0.096,0.139,1
0.292,0.158,,0.0,0.0,0.029,0.0,0.026,0.001,0.888,0.853,0.948,0.857,0.31,0.631,0.307,0.948,0.182,0.125,1
0.399,0.079,,0.0,0.0,0.032,0.001,0.014,0.001,0.874,0.84,0.934,0.843,0.315,0.627,0.307,0.934,0.184,0.126,1
0.3,0.104,,0.0,0.0,0.019,0.0,0.024,0.0,0.78,0.716,0.864,0.752,0.144,0.716,0.338,0.864,0.246,0.11,1
0.743,0.4,,0.0,0.0,0.034,0.001,0.024,0.0,0.932,0.917,0.962,0.912,0.437,0.499,0.391,0.962,0.134,0.122,1
0.423,0.2,,0.0,0.0,0.017,0.0,0.024,0.0,0.879,0.85,0.931,0.852,0.351,0.586,0.338,0.931,0.17,0.123,1
0.747,0.354,,0.0,0.0,0.013,0.0,0.021,0.0,0.633,0.554,0.767,0.567,0.088,0.921,0.065,0.767,0.343,0.138,1
0.925,0.046,,0.0,0.0,0.04,0.0,0.022,0.0,0.959,0.964,0.98,0.932,0.556,0.458,0.336,0.98,0.11,0.151,1
0.19,0.121,,0.0,0.0,0.034,0.0,0.019,0.001,0.872,0.831,0.938,0.84,0.274,0.654,0.306,0.938,0.195,0.123,1
0.103,0.213,,0.0,0.0,0.038,0.001,0.037,0.001,0.874,0.844,0.924,0.847,0.353,0.58,0.345,0.924,0.17,0.123,1
0.838,0.013,,0.0,0.0,0.036,0.001,0.037,0.001,0.816,0.76,0.889,0.79,0.19,0.675,0.357,0.889,0.223,0.11,1
0.407,0.125,,0.0,0.0,0.013,0.0,0.019,0.0,0.782,0.722,0.857,0.758,0.174,0.679,0.368,0.857,0.234,0.107,1
0.514,0.017,,0.333,0.0,0.03,0.001,0.042,0.002,0.907,0.873,0.963,0.88,0.306,0.614,0.338,0.963,0.176,0.121,1
0.225,0.033,,0.0,0.0,0.055,0.0,0.034,0.001,0.906,0.882,0.946,0.885,0.384,0.536,0.383,0.946,0.152,0.118,1
0.897,0.037,,0.0,0.0,0.036,0.0,0.019,0.001,0.871,0.831,0.932,0.845,0.28,0.626,0.345,0.932,0.189,0.117,1
0.854,0.05,,0.0,0.0,0.036,0.001,0.026,0.0,0.868,0.816,0.939,0.84,0.201,0.679,0.34,0.939,0.21,0.113,1
0.285,0.083,,0.0,0.0,0.019,0.0,0.02,0.0,0.884,0.843,0.948,0.855,0.265,0.648,0.324,0.948,0.192,0.119,1
0.723,0.017,,0.0,0.0,0.015,0.0,0.017,0.0,0.981,0.98,0.995,0.967,0.509,0.428,0.431,0.995,0.105,0.12,1
0.403,0.221,,0.0,0.0,0.023,0.001,0.03,0.001,0.758,0.703,0.837,0.728,0.207,0.686,0.323,0.837,0.237,0.116,1
0.87,0.1,,0.0,0.0,0.023,0.0,0.021,0.0,0.688,0.608,0.812,0.634,0.058,0.888,0.148,0.812,0.32,0.128,1
0.597,0.029,,0.0,0.0,0.027,0.0,0.012,0.0,0.782,0.709,0.865,0.762,0.084,0.714,0.402,0.865,0.255,0.099,1
0.704,0.217,,0.0,0.0,0.034,0.001,0.139,0.004,0.736,0.676,0.817,0.708,0.183,0.692,0.338,0.817,0.248,0.112,1
0.261,0.121,,0.0,0.0,0.023,0.001,0.015,0.001,0.767,0.695,0.855,0.742,0.093,0.734,0.361,0.855,0.261,0.105,1
0.32,0.167,,0.0,0.0,0.021,0.0,0.014,0.001,0.859,0.815,0.92,0.834,0.259,0.631,0.359,0.92,0.195,0.113,1
0.498,0.192,,0.333,0.0,0.032,0.001,0.036,0.001,0.866,0.824,0.93,0.838,0.267,0.642,0.332,0.93,0.195,0.118,1
0.957,0.125,,0.0,0.0,0.034,0.0,0.006,0.0,0.943,0.937,0.967,0.921,0.493,0.471,0.38,0.967,0.12,0.13,1
0.198,0.188,,0.0,0.0,0.03,0.0,0.016,0.0,0.881,0.848,0.939,0.852,0.319,0.615,0.323,0.939,0.179,0.124,1
0.711,0.317,,0.0,0.0,0.042,0.0,0.017,0.0,0.944,0.933,0.971,0.925,0.455,0.482,0.398,0.971,0.127,0.123,1
0.644,0.142,,0.0,0.0,0.036,0.001,0.022,0.0,0.711,0.643,0.825,0.653,0.138,0.851,0.127,0.825,0.293,0.135,1
0.312,0.121,,0.0,0.0,0.021,0.001,0.016,0.001,0.772,0.702,0.855,0.75,0.104,0.713,0.383,0.855,0.254,0.102,1
0.198,0.017,,0.0,0.0,0.025,0.0,0.027,0.001,0.922,0.897,0.963,0.9,0.369,0.548,0.38,0.963,0.154,0.118,1
0.364,0.075,,0.0,0.0,0.042,0.001,0.031,0.001,0.896,0.868,0.946,0.867,0.356,0.586,0.332,0.946,0.166,0.125,1
0.929,0.129,,0.0,0.0,0.025,0.0,0.031,0.001,0.943,0.934,0.971,0.921,0.472,0.486,0.376,0.971,0.125,0.128,1
0.925,0.1,,0.0,0.0,0.015,0.0,0.027,0.0,0.683,0.605,0.809,0.623,0.082,0.896,0.11,0.809,0.319,0.134,1
0.336,0.092,,0.0,0.0,0.04,0.001,0.014,0.0,0.766,0.706,0.865,0.718,0.174,0.788,0.192,0.865,0.259,0.131,1
0.17,0.037,,0.0,0.0,0.021,0.0,0.032,0.0,0.794,0.749,0.877,0.747,0.271,0.719,0.205,0.877,0.224,0.136,1
0.217,0.088,,0.0,0.0,0.032,0.0,0.019,0.0,0.781,0.724,0.879,0.732,0.188,0.784,0.184,0.879,0.251,0.132,1
0.545,0.021,,0.0,0.0,0.023,0.0,0.021,0.0,0.979,0.982,0.993,0.959,0.545,0.433,0.387,0.993,0.102,0.136,1
0.964,0.15,,0.0,0.0,0.029,0.0,0.022,0.0,0.94,0.929,0.966,0.92,0.465,0.481,0.391,0.966,0.126,0.125,1
0.881,0.096,,0.0,0.0,0.046,0.001,0.022,0.0,0.859,0.813,0.928,0.829,0.241,0.665,0.323,0.928,0.204,0.118,1
0.328,0.121,,0.0,0.0,0.04,0.0,0.027,0.002,0.888,0.857,0.943,0.86,0.332,0.602,0.33,0.943,0.174,0.123,1
0.348,0.133,,0.0,0.0,0.036,0.0,0.02,0.0,0.747,0.686,0.85,0.695,0.177,0.801,0.167,0.85,0.266,0.134,1
0.194,0.162,,0.0,0.0,0.027,0.001,0.017,0.0,0.865,0.825,0.934,0.83,0.28,0.665,0.283,0.934,0.197,0.127,1
0.593,0.192,,0.0,0.0,0.036,0.001,0.036,0.0,0.7,0.629,0.81,0.652,0.118,0.824,0.192,0.81,0.295,0.127,1
0.953,0.192,,0.0,0.0,0.042,0.001,0.022,0.0,0.648,0.558,0.791,0.582,0.004,0.971,0.07,0.791,0.359,0.133,1
