0,1,2,3,4,5,6,7,8,9,label
0.205,0.097,0.456,0.192,0.138,0.458,0.718,0.557,0.066,0.398,0
0.047,0.05,0.144,0.554,0.412,0.457,0.605,0.553,0.174,0.117,0
0.039,0.059,0.094,0.732,0.609,0.445,0.609,0.554,0.896,0.32,0
0.101,0.074,0.226,0.375,0.27,0.415,0.615,0.571,0.146,0.389,0
0.186,0.097,0.462,0.177,0.128,0.477,0.645,0.494,0.059,0.466,0
0.126,0.084,0.293,0.296,0.208,0.439,0.653,0.583,0.168,0.378,0
0.027,0.04,0.067,0.879,0.758,0.455,0.593,0.559,0.412,0.201,0
0.05,0.069,0.186,0.47,0.39,0.433,0.562,0.566,0.043,0.137,0
0.044,0.043,0.182,0.692,0.588,0.443,0.565,0.557,0.408,0.251,0
0.264,0.07,0.272,0.322,0.256,0.489,0.743,0.501,0.056,0.413,0
0.304,0.147,0.643,0.082,0.063,0.546,0.733,0.49,0.001,0.611,0
0.494,0.16,0.344,0.196,0.141,0.619,0.653,0.448,0.157,0.478,0
0.116,0.063,0.227,0.368,0.258,0.491,0.64,0.508,0.009,0.308,0
0.214,0.113,0.516,0.146,0.117,0.478,0.693,0.575,0.111,0.386,0
0.027,0.043,0.056,0.857,0.617,0.457,0.575,0.504,0.243,0.133,0
0.085,0.083,0.252,0.31,0.22,0.449,0.554,0.583,0.005,0.505,0
0.14,0.104,0.463,0.224,0.18,0.447,0.675,0.501,0.038,0.425,0
0.069,0.04,0.131,0.559,0.383,0.453,0.62,0.519,0.13,0.274,0
0.186,0.092,0.399,0.211,0.152,0.51,0.676,0.564,0.037,0.442,0
0.037,0.043,0.114,0.736,0.555,0.439,0.596,0.513,0.267,0.464,0
0.026,0.044,0.055,0.805,0.633,0.458,0.567,0.516,0.461,0.339,0
0.051,0.044,0.115,0.633,0.439,0.463,0.616,0.56,0.044,0.378,0
0.025,0.046,0.029,0.784,0.561,0.459,0.566,0.509,0.436,0.45,0
0.07,0.054,0.188,0.505,0.366,0.423,0.611,0.51,0.219,0.278,0
0.049,0.055,0.207,0.539,0.443,0.445,0.564,0.555,0.436,0.441,0
0.135,0.053,0.26,0.374,0.314,0.435,0.529,0.549,0.077,0.402,0
0.094,0.072,0.26,0.283,0.211,0.445,0.627,0.568,0.464,0.28,0
0.13,0.088,0.398,0.273,0.223,0.47,0.671,0.563,0.049,0.374,0
0.043,0.04,0.104,0.687,0.457,0.466,0.599,0.549,0.129,0.423,0
0.064,0.068,0.122,0.489,0.358,0.433,0.55,0.573,0.887,0.15,0
0.139,0.087,0.366,0.187,0.14,0.459,0.629,0.488,0.139,0.424,0
0.245,0.118,0.331,0.241,0.174,0.397,0.555,0.487,0.02,0.679,0
0.063,0.065,0.183,0.389,0.283,0.459,0.561,0.516,0.451,0.501,0
0.057,0.058,0.176,0.538,0.425,0.47,0.594,0.511,0.029,0.332,0
0.061,0.048,0.102,0.682,0.599,0.419,0.555,0.552,0.88,0.397,0
0.203,0.052,0.26,0.331,0.239,0.357,0.671,0.557,0.09,0.505,0
0.128,0.092,0.36,0.284,0.199,0.474,0.651,0.575,0.011,0.543,0
0.181,0.045,0.196,0.578,0.436,0.368,0.552,0.565,0.147,0.576,0
0.245,0.143,0.554,0.16,0.121,0.443,0.685,0.48,0.016,0.666,0
0.042,0.041,0.086,0.643,0.446,0.442,0.596,0.519,0.006,0.152,0
0.025,0.046,0.04,0.784,0.526,0.428,0.592,0.504,0.646,0.209,0
0.026,0.045,0.027,0.81,0.558,0.458,0.571,0.563,0.759,0.455,0
0.254,0.134,0.512,0.14,0.111,0.358,0.718,0.593,0.021,0.551,0
0.077,0.071,0.201,0.344,0.239,0.419,0.597,0.504,0.101,0.269,0
0.25,0.005,0.136,0.759,0.563,0.414,0.457,0.535,0.033,0.668,0
0.096,0.075,0.311,0.295,0.206,0.439,0.54,0.499,0.052,0.292,0
0.04,0.06,0.167,0.597,0.472,0.435,0.61,0.508,0.239,0.32,0
0.049,0.05,0.162,0.514,0.351,0.457,0.603,0.558,0.107,0.178,0
0.063,0.0,0.041,0.787,0.584,0.47,0.606,0.534,0.0,0.357,0
0.147,0.049,0.211,0.617,0.534,0.381,0.638,0.564,0.099,0.559,0
0.304,0.105,0.313,0.233,0.194,0.333,0.472,0.572,0.036,0.575,0
0.026,0.043,0.071,0.833,0.66,0.457,0.57,0.509,0.621,0.331,0
0.173,0.051,0.296,0.37,0.308,0.486,0.676,0.508,0.064,0.293,0
0.056,0.042,0.094,0.676,0.495,0.46,0.614,0.547,0.22,0.296,0
0.086,0.091,0.196,0.348,0.271,0.455,0.537,0.484,0.31,0.196,0
0.064,0.059,0.179,0.369,0.254,0.437,0.554,0.549,0.067,0.353,0
0.3,0.067,0.255,0.336,0.239,0.331,0.676,0.506,0.013,0.431,0
0.026,0.045,0.038,0.798,0.599,0.428,0.598,0.556,0.978,0.429,0
0.09,0.059,0.256,0.321,0.228,0.483,0.62,0.559,0.011,0.261,0
0.115,0.129,0.471,0.194,0.15,0.456,0.643,0.483,0.546,0.365,0
0.109,0.063,0.26,0.367,0.269,0.46,0.65,0.523,0.048,0.507,0
0.053,0.025,0.097,0.849,0.746,0.462,0.611,0.551,0.129,0.356,0
0.272,0.16,0.62,0.126,0.093,0.395,0.618,0.602,0.036,0.567,0
0.069,0.059,0.14,0.404,0.327,0.459,0.561,0.559,0.167,0.134,0
0.142,0.078,0.278,0.299,0.273,0.481,0.653,0.582,0.043,0.446,0
0.026,0.046,0.04,0.803,0.539,0.429,0.59,0.564,0.505,0.248,0
0.191,0.078,0.275,0.255,0.179,0.387,0.67,0.545,0.005,0.571,0
0.247,0.101,0.469,0.195,0.142,0.394,0.702,0.554,0.111,0.556,0
0.149,0.099,0.226,0.287,0.205,0.359,0.68,0.49,0.011,0.361,0
0.031,0.048,0.113,0.761,0.6,0.444,0.588,0.514,0.831,0.191,0
0.106,0.106,0.295,0.32,0.242,0.461,0.535,0.596,0.479,0.153,0
0.049,0.064,0.131,0.578,0.444,0.455,0.616,0.567,0.154,0.347,0
0.076,0.046,0.13,0.392,0.268,0.434,0.546,0.56,0.524,0.215,0
0.21,0.12,0.446,0.189,0.148,0.52,0.688,0.482,0.023,0.376,0
0.06,0.0,0.077,0.755,0.515,0.443,0.582,0.52,1.0,0.18,0
0.165,0.106,0.291,0.462,0.334,0.43,0.502,0.592,0.003,0.638,0
0.145,0.108,0.44,0.205,0.172,0.464,0.655,0.48,0.021,0.466,0
0.108,0.077,0.263,0.288,0.2,0.393,0.608,0.509,0.049,0.374,0
0.15,0.069,0.201,0.427,0.364,0.371,0.64,0.496,0.06,0.58,0
0.256,0.116,0.491,0.195,0.163,0.492,0.728,0.496,0.039,0.582,0
0.232,0.101,0.362,0.212,0.152,0.362,0.676,0.565,0.074,0.5,0
0.064,0.073,0.199,0.472,0.421,0.443,0.558,0.504,0.971,0.531,0
0.105,0.075,0.282,0.339,0.286,0.453,0.645,0.572,0.065,0.284,0
0.078,0.047,0.164,0.457,0.319,0.407,0.541,0.562,0.435,0.1,0
0.081,0.11,0.285,0.367,0.264,0.452,0.614,0.606,0.011,0.352,0
0.061,0.0,0.025,0.796,0.577,0.443,0.582,0.57,0.481,0.431,0
0.058,0.052,0.112,0.514,0.394,0.467,0.606,0.518,0.017,0.361,0
0.102,0.077,0.324,0.347,0.275,0.467,0.637,0.574,0.008,0.324,0
0.162,0.053,0.215,0.385,0.262,0.424,0.487,0.522,0.072,0.442,0
0.09,0.05,0.17,0.491,0.341,0.393,0.628,0.54,0.078,0.412,0
0.119,0.06,0.249,0.395,0.28,0.425,0.512,0.575,0.128,0.46,0
0.085,0.056,0.238,0.441,0.327,0.481,0.633,0.497,0.101,0.498,0
0.027,0.042,0.056,0.849,0.694,0.456,0.573,0.509,0.109,0.13,0
0.108,0.048,0.216,0.343,0.237,0.47,0.632,0.518,0.025,0.375,0
0.091,0.055,0.151,0.375,0.285,0.49,0.619,0.499,0.302,0.312,0
0.026,0.044,0.042,0.836,0.603,0.458,0.572,0.504,0.734,0.338,0
0.054,0.0,0.044,0.832,0.677,0.444,0.568,0.534,0.099,0.337,0
0.121,0.038,0.145,0.678,0.561,0.437,0.623,0.565,0.528,0.711,0
0.07,0.075,0.252,0.435,0.303,0.436,0.549,0.497,0.042,0.38,0
0.057,0.038,0.1,0.619,0.432,0.418,0.552,0.506,0.342,0.105,0
0.101,0.076,0.205,0.324,0.229,0.428,0.541,0.504,0.112,0.348,0
0.061,0.033,0.134,0.676,0.641,0.432,0.559,0.526,0.283,0.282,0
0.044,0.058,0.159,0.655,0.525,0.46,0.616,0.547,0.314,0.183,0
0.041,0.043,0.084,0.601,0.445,0.443,0.591,0.547,0.284,0.346,0
0.096,0.078,0.303,0.282,0.221,0.463,0.632,0.545,0.053,0.303,0
0.068,0.076,0.215,0.368,0.259,0.443,0.542,0.566,0.196,0.267,0
0.262,0.156,0.581,0.157,0.113,0.41,0.66,0.489,0.006,0.699,0
0.044,0.029,0.071,0.848,0.689,0.445,0.57,0.543,0.663,0.223,0
0.193,0.051,0.273,0.383,0.29,0.471,0.708,0.543,0.114,0.472,0
0.046,0.042,0.112,0.676,0.506,0.451,0.551,0.508,0.193,0.348,0
0.059,0.063,0.167,0.409,0.292,0.423,0.561,0.564,0.044,0.196,0
0.245,0.159,0.425,0.236,0.205,0.467,0.635,0.476,0.006,0.778,0
0.125,0.115,0.336,0.255,0.224,0.427,0.533,0.592,0.093,0.401,0
0.069,0.064,0.178,0.449,0.315,0.412,0.599,0.553,0.357,0.128,0
0.212,0.119,0.55,0.167,0.124,0.499,0.717,0.472,0.072,0.484,0
0.034,0.047,0.15,0.72,0.515,0.444,0.577,0.52,0.269,0.287,0
0.175,0.124,0.477,0.155,0.117,0.508,0.667,0.499,0.006,0.411,0
0.12,0.098,0.422,0.232,0.169,0.459,0.648,0.548,0.04,0.456,0
0.196,0.106,0.483,0.136,0.105,0.526,0.686,0.511,0.017,0.507,0
0.241,0.128,0.445,0.283,0.264,0.443,0.693,0.571,0.056,0.729,0
0.106,0.084,0.376,0.231,0.16,0.431,0.614,0.553,0.054,0.311,0
0.11,0.071,0.218,0.344,0.243,0.483,0.619,0.495,0.13,0.453,0
0.061,0.062,0.123,0.567,0.489,0.429,0.601,0.575,0.391,0.516,0
0.252,0.12,0.574,0.161,0.116,0.48,0.735,0.58,0.066,0.496,0
0.048,0.047,0.14,0.581,0.454,0.443,0.599,0.508,0.498,0.105,0
0.206,0.081,0.328,0.229,0.175,0.352,0.664,0.577,0.001,0.497,0
0.18,0.058,0.35,0.204,0.143,0.475,0.655,0.509,0.003,0.443,0
0.138,0.07,0.256,0.302,0.231,0.465,0.654,0.561,0.234,0.508,0
0.115,0.059,0.158,0.38,0.259,0.411,0.623,0.512,0.124,0.327,0
0.151,0.087,0.411,0.19,0.136,0.439,0.616,0.552,0.083,0.411,0
0.263,0.186,0.593,0.143,0.104,0.525,0.694,0.56,0.05,0.707,0
0.079,0.102,0.201,0.784,0.739,0.438,0.624,0.477,0.345,0.734,0
0.028,0.039,0.098,0.919,0.612,0.429,0.578,0.503,0.602,0.204,0
0.036,0.046,0.082,0.674,0.462,0.443,0.589,0.543,0.91,0.366,0
0.339,0.188,0.693,0.071,0.061,0.35,0.736,0.617,0.037,0.601,0
0.075,0.048,0.224,0.429,0.291,0.404,0.558,0.516,0.014,0.192,0
0.089,0.035,0.157,0.515,0.382,0.442,0.547,0.527,0.13,0.477,0
0.052,0.047,0.164,0.6,0.467,0.469,0.597,0.548,0.052,0.448,0
0.18,0.057,0.282,0.434,0.426,0.387,0.538,0.515,0.025,0.547,0
0.071,0.038,0.12,0.496,0.343,0.458,0.614,0.523,0.041,0.394,0
0.102,0.058,0.221,0.44,0.342,0.409,0.61,0.502,0.145,0.294,0
0.09,0.045,0.175,0.502,0.406,0.43,0.624,0.52,0.143,0.391,0
0.177,0.095,0.21,0.291,0.206,0.398,0.67,0.495,0.123,0.587,0
0.049,0.05,0.125,0.527,0.401,0.456,0.606,0.512,0.127,0.307,0
0.08,0.092,0.266,0.31,0.217,0.482,0.62,0.59,0.084,0.285,0
0.219,0.105,0.358,0.302,0.254,0.415,0.686,0.601,0.067,0.605,0
0.107,0.102,0.372,0.324,0.301,0.454,0.56,0.57,0.421,0.084,0
0.179,0.091,0.388,0.232,0.161,0.475,0.665,0.578,0.064,0.483,0
0.039,0.043,0.067,0.627,0.478,0.442,0.593,0.519,0.203,0.384,0
0.195,0.142,0.568,0.114,0.084,0.483,0.676,0.588,0.038,0.417,0
0.097,0.053,0.244,0.344,0.264,0.44,0.545,0.519,0.04,0.311,0
0.218,0.109,0.398,0.206,0.183,0.38,0.659,0.589,0.04,0.525,0
0.026,0.043,0.042,0.827,0.676,0.457,0.57,0.554,0.602,0.279,0
0.276,0.146,0.566,0.166,0.126,0.453,0.696,0.585,0.025,0.743,0
0.114,0.082,0.347,0.293,0.218,0.385,0.615,0.518,0.085,0.54,0
0.077,0.059,0.228,0.394,0.29,0.438,0.595,0.52,0.126,0.148,0
0.104,0.077,0.28,0.339,0.269,0.451,0.538,0.489,0.109,0.453,0
0.136,0.071,0.297,0.235,0.176,0.495,0.615,0.564,0.054,0.325,0
0.026,0.046,0.057,0.801,0.548,0.458,0.571,0.504,0.127,0.409,0
0.047,0.064,0.186,0.476,0.343,0.442,0.602,0.551,0.116,0.451,0
0.084,0.047,0.225,0.465,0.366,0.431,0.623,0.509,0.224,0.442,0
0.042,0.068,0.142,0.509,0.344,0.436,0.613,0.555,0.042,0.38,0
0.217,0.158,0.417,0.217,0.177,0.516,0.693,0.385,0.08,0.453,0
0.137,0.077,0.328,0.257,0.184,0.414,0.644,0.556,0.064,0.513,0
0.071,0.087,0.344,0.272,0.198,0.449,0.564,0.55,0.207,0.267,0
0.219,0.088,0.492,0.193,0.138,0.504,0.7,0.567,0.013,0.439,0
0.14,0.064,0.242,0.321,0.23,0.434,0.524,0.549,0.067,0.314,0
0.075,0.065,0.201,0.345,0.236,0.418,0.557,0.511,0.349,0.178,0
0.069,0.065,0.171,0.381,0.266,0.48,0.569,0.503,0.012,0.472,0
0.236,0.115,0.488,0.183,0.134,0.503,0.688,0.517,0.006,0.65,0
0.075,0.062,0.207,0.379,0.288,0.442,0.61,0.563,0.266,0.33,0
0.067,0.028,0.116,0.672,0.547,0.453,0.608,0.522,0.913,0.47,0
0.05,0.049,0.108,0.541,0.369,0.418,0.559,0.558,0.263,0.311,0
0.245,0.117,0.511,0.119,0.091,0.534,0.682,0.553,0.018,0.49,0
0.108,0.099,0.392,0.211,0.148,0.443,0.629,0.571,0.145,0.218,0
0.054,0.064,0.21,0.475,0.332,0.424,0.555,0.502,0.191,0.182,0
0.328,0.121,0.359,0.215,0.193,0.534,0.78,0.505,0.053,0.341,0
0.092,0.064,0.243,0.343,0.248,0.419,0.533,0.51,0.06,0.43,0
0.065,0.061,0.21,0.516,0.38,0.465,0.621,0.518,0.007,0.308,0
0.076,0.06,0.147,0.499,0.359,0.456,0.55,0.518,0.066,0.143,0
0.077,0.046,0.132,0.543,0.439,0.479,0.565,0.55,0.231,0.441,0
0.086,0.045,0.173,0.495,0.407,0.468,0.617,0.562,0.262,0.259,0
0.073,0.079,0.208,0.472,0.361,0.457,0.569,0.571,0.107,0.244,0
0.222,0.073,0.286,0.238,0.169,0.341,0.706,0.505,0.062,0.517,0
0.062,0.046,0.132,0.505,0.414,0.432,0.56,0.552,0.877,0.315,0
0.028,0.036,0.129,0.948,0.73,0.456,0.596,0.504,0.156,0.185,0
0.095,0.099,0.391,0.259,0.214,0.471,0.636,0.537,0.114,0.266,0
0.159,0.07,0.288,0.266,0.19,0.482,0.681,0.506,0.188,0.506,0
0.094,0.056,0.192,0.427,0.352,0.455,0.636,0.52,0.561,0.263,0
0.133,0.066,0.236,0.37,0.303,0.475,0.659,0.547,0.04,0.328,0
0.085,0.055,0.157,0.486,0.391,0.457,0.61,0.554,0.211,0.269,0
0.099,0.085,0.236,0.347,0.246,0.499,0.56,0.565,0.16,0.453,0
0.085,0.081,0.266,0.332,0.239,0.443,0.544,0.561,0.264,0.426,0
0.116,0.09,0.313,0.217,0.152,0.44,0.533,0.572,0.136,0.41,0
0.044,0.064,0.106,0.538,0.36,0.454,0.613,0.505,0.813,0.416,0
0.087,0.062,0.149,0.466,0.326,0.437,0.548,0.557,0.255,0.509,0
0.071,0.047,0.118,0.482,0.327,0.449,0.616,0.511,0.032,0.347,0
0.067,0.089,0.273,0.351,0.293,0.471,0.611,0.562,0.118,0.322,0
0.244,0.073,0.175,0.473,0.329,0.402,0.49,0.574,0.025,0.642,0
0.116,0.062,0.268,0.246,0.179,0.457,0.562,0.56,0.041,0.48,0
0.112,0.07,0.298,0.256,0.183,0.426,0.631,0.513,0.118,0.324,0
0.122,0.083,0.268,0.236,0.178,0.417,0.572,0.506,0.097,0.312,0
0.209,0.121,0.567,0.162,0.116,0.457,0.701,0.464,0.011,0.465,0
0.061,0.055,0.121,0.555,0.44,0.459,0.607,0.504,0.023,0.352,0
0.05,0.046,0.119,0.606,0.424,0.418,0.561,0.562,0.115,0.323,0
0.182,0.094,0.293,0.224,0.167,0.456,0.666,0.493,0.204,0.241,0
0.247,0.11,0.536,0.164,0.13,0.38,0.723,0.516,0.004,0.534,0
0.047,0.029,0.046,0.834,0.613,0.441,0.598,0.521,0.86,0.392,0
0.074,0.088,0.235,0.324,0.257,0.453,0.602,0.521,0.66,0.237,0
0.1,0.06,0.213,0.336,0.252,0.493,0.627,0.503,0.157,0.559,0
0.158,0.05,0.129,0.467,0.333,0.497,0.655,0.516,0.081,0.321,0
0.052,0.061,0.171,0.451,0.328,0.463,0.602,0.514,0.112,0.214,0
0.187,0.081,0.165,0.53,0.359,0.499,0.532,0.484,0.074,0.572,0
0.125,0.101,0.386,0.237,0.166,0.491,0.652,0.578,0.102,0.205,0
0.152,0.085,0.208,0.497,0.36,0.418,0.51,0.498,0.158,0.661,0
0.181,0.089,0.3,0.455,0.331,0.425,0.517,0.578,0.046,0.641,0
0.168,0.081,0.324,0.283,0.221,0.389,0.609,0.502,0.015,0.572,0
0.118,0.065,0.231,0.367,0.314,0.49,0.638,0.56,0.083,0.276,0
0.053,0.049,0.093,0.711,0.473,0.459,0.591,0.507,0.508,0.093,0
0.222,0.133,0.363,0.24,0.176,0.467,0.747,0.463,0.48,0.139,0
0.071,0.05,0.225,0.491,0.384,0.44,0.615,0.511,0.296,0.447,0
0.16,0.115,0.439,0.158,0.121,0.508,0.665,0.568,0.089,0.4,0
0.056,0.077,0.198,0.458,0.317,0.447,0.604,0.564,0.441,0.325,0
0.106,0.066,0.275,0.289,0.226,0.415,0.538,0.567,0.033,0.454,0
0.217,0.125,0.456,0.17,0.129,0.378,0.664,0.48,0.003,0.591,0
0.267,0.103,0.451,0.112,0.085,0.54,0.713,0.525,0.027,0.499,0
0.225,0.129,0.441,0.175,0.138,0.381,0.689,0.616,0.066,0.6,0
0.048,0.06,0.155,0.466,0.369,0.443,0.578,0.53,0.123,0.273,0
0.048,0.042,0.102,0.688,0.492,0.436,0.612,0.514,0.109,0.383,0
0.201,0.073,0.299,0.25,0.187,0.475,0.702,0.563,0.311,0.472,0
0.084,0.037,0.157,0.516,0.361,0.433,0.541,0.512,0.079,0.338,0
0.073,0.075,0.242,0.352,0.258,0.435,0.538,0.497,0.052,0.503,0
0.081,0.069,0.221,0.321,0.223,0.401,0.546,0.574,0.062,0.229,0
0.049,0.048,0.132,0.622,0.548,0.459,0.61,0.556,0.12,0.39,0
0.684,0.037,0.104,0.523,0.395,0.285,0.26,0.553,0.822,0.237,0
0.323,0.076,0.33,0.188,0.149,0.258,0.717,0.512,0.02,0.537,0
0.136,0.066,0.27,0.292,0.232,0.415,0.642,0.506,0.148,0.544,0
0.267,0.152,0.582,0.137,0.099,0.364,0.704,0.49,0.008,0.684,0
0.054,0.039,0.074,0.619,0.46,0.439,0.611,0.56,0.475,0.208,0
0.201,0.074,0.303,0.207,0.147,0.296,0.701,0.5,0.092,0.472,0
0.037,0.045,0.089,0.661,0.512,0.442,0.591,0.55,0.403,0.253,0
0.141,0.073,0.324,0.251,0.214,0.485,0.647,0.55,0.121,0.359,0
0.08,0.094,0.256,0.29,0.206,0.461,0.555,0.58,0.182,0.42,0
0.057,0.034,0.102,0.715,0.51,0.471,0.567,0.508,0.135,0.318,0
0.027,0.042,0.058,0.861,0.684,0.457,0.576,0.561,0.755,0.244,0
0.306,0.07,0.23,0.503,0.475,0.378,0.467,0.494,0.096,0.669,0
0.133,0.052,0.249,0.423,0.311,0.475,0.608,0.507,0.027,0.4,0
0.08,0.083,0.301,0.305,0.215,0.439,0.575,0.498,0.102,0.41,0
0.049,0.028,0.078,0.828,0.558,0.466,0.602,0.549,0.982,0.342,0
0.063,0.062,0.169,0.469,0.333,0.478,0.563,0.563,0.892,0.324,0
0.347,0.145,0.559,0.113,0.088,0.562,0.74,0.557,0.036,0.426,0
0.135,0.09,0.289,0.219,0.156,0.467,0.659,0.575,0.06,0.37,0
0.072,0.044,0.136,0.47,0.351,0.454,0.598,0.546,0.195,0.296,0
0.055,0.0,0.089,0.845,0.641,0.441,0.602,0.534,0.0,0.599,0
0.054,0.05,0.106,0.549,0.39,0.446,0.558,0.548,0.424,0.46,0
0.044,0.029,0.058,0.853,0.705,0.442,0.593,0.526,0.628,0.193,0
0.049,0.063,0.195,0.527,0.444,0.452,0.571,0.507,0.249,0.172,0
0.056,0.057,0.174,0.523,0.445,0.458,0.614,0.562,0.3,0.311,0
0.055,0.041,0.095,0.631,0.506,0.465,0.616,0.505,0.299,0.453,0
0.048,0.05,0.103,0.517,0.361,0.445,0.564,0.509,0.291,0.273,0
0.095,0.028,0.117,0.536,0.407,0.465,0.614,0.522,0.153,0.344,0
0.027,0.04,0.061,0.883,0.754,0.431,0.571,0.508,0.228,0.237,0
0.124,0.082,0.428,0.257,0.178,0.464,0.63,0.501,0.042,0.436,0
0.07,0.066,0.22,0.412,0.31,0.448,0.627,0.542,0.068,0.345,0
0.261,0.09,0.309,0.276,0.208,0.439,0.371,0.58,0.087,0.416,0
0.125,0.061,0.236,0.337,0.241,0.449,0.608,0.515,0.091,0.345,0
0.098,0.073,0.222,0.377,0.281,0.462,0.624,0.496,0.083,0.371,0
0.187,0.081,0.238,0.328,0.224,0.503,0.68,0.49,0.046,0.517,0
0.111,0.084,0.328,0.308,0.22,0.465,0.625,0.504,0.022,0.356,0
0.233,0.089,0.417,0.252,0.18,0.497,0.726,0.483,0.045,0.594,0
0.059,0.04,0.137,0.597,0.404,0.428,0.61,0.517,0.366,0.422,0
0.059,0.075,0.179,0.38,0.297,0.445,0.612,0.556,0.025,0.215,0
0.097,0.08,0.343,0.259,0.19,0.457,0.55,0.564,0.009,0.424,0
0.055,0.06,0.241,0.543,0.405,0.451,0.568,0.515,0.582,0.074,0
0.186,0.094,0.377,0.192,0.139,0.469,0.686,0.56,0.004,0.389,0
0.261,0.134,0.493,0.245,0.201,0.441,0.67,0.463,0.052,0.66,0
0.112,0.05,0.279,0.335,0.228,0.425,0.63,0.526,0.012,0.477,0
0.13,0.049,0.234,0.445,0.358,0.477,0.644,0.559,0.053,0.311,0
0.048,0.05,0.256,0.579,0.471,0.458,0.608,0.525,0.041,0.268,0
0.218,0.1,0.463,0.242,0.172,0.343,0.642,0.489,0.013,0.559,0
0.108,0.104,0.368,0.231,0.19,0.441,0.547,0.476,0.007,0.313,0
0.074,0.094,0.208,0.37,0.284,0.457,0.61,0.483,0.184,0.393,0
0.09,0.074,0.258,0.328,0.246,0.467,0.61,0.497,0.108,0.269,0
0.051,0.044,0.088,0.612,0.447,0.456,0.615,0.512,0.597,0.262,0
0.044,0.049,0.15,0.601,0.457,0.446,0.563,0.559,0.207,0.228,0
0.068,0.086,0.279,0.382,0.286,0.448,0.568,0.593,0.506,0.134,0
0.117,0.072,0.322,0.272,0.194,0.408,0.538,0.553,0.002,0.396,0
0.165,0.107,0.487,0.155,0.121,0.436,0.663,0.592,0.045,0.478,0
0.283,0.102,0.495,0.209,0.163,0.379,0.706,0.594,0.005,0.593,0
0.047,0.028,0.098,0.882,0.612,0.464,0.605,0.521,0.786,0.484,0
0.314,0.156,0.606,0.13,0.1,0.375,0.7,0.568,0.001,0.707,0
0.218,0.101,0.454,0.165,0.118,0.5,0.715,0.502,0.103,0.324,0
0.08,0.09,0.266,0.315,0.271,0.464,0.629,0.553,0.21,0.519,0
0.069,0.049,0.216,0.501,0.369,0.471,0.615,0.554,0.175,0.322,0
0.095,0.096,0.397,0.265,0.19,0.468,0.6,0.491,0.017,0.387,0
0.092,0.056,0.247,0.384,0.335,0.466,0.623,0.537,0.018,0.503,0
0.074,0.07,0.197,0.423,0.287,0.412,0.619,0.565,0.056,0.142,0
0.076,0.065,0.213,0.368,0.296,0.468,0.606,0.556,0.136,0.272,0
0.247,0.15,0.487,0.202,0.147,0.426,0.686,0.614,0.01,0.629,0
0.051,0.028,0.022,0.776,0.522,0.419,0.566,0.55,0.525,0.306,0
0.098,0.099,0.271,0.317,0.216,0.486,0.637,0.494,0.193,0.352,0
0.13,0.083,0.28,0.288,0.202,0.465,0.64,0.516,0.019,0.525,0
0.057,0.033,0.115,0.734,0.529,0.416,0.573,0.508,0.577,0.385,0
0.1,0.058,0.198,0.326,0.231,0.471,0.596,0.524,0.129,0.335,0
0.026,0.044,0.046,0.834,0.624,0.429,0.594,0.506,0.364,0.194,0
0.16,0.089,0.31,0.22,0.162,0.379,0.508,0.49,0.34,0.361,0
0.087,0.061,0.244,0.379,0.282,0.447,0.604,0.556,0.122,0.277,0
0.227,0.109,0.325,0.359,0.284,0.376,0.48,0.569,0.013,0.665,0
0.271,0.286,0.674,0.064,0.052,0.505,0.741,0.703,0.055,0.28,0
0.026,0.044,0.07,0.793,0.625,0.458,0.567,0.534,0.244,0.484,0
0.05,0.071,0.161,0.438,0.307,0.474,0.56,0.493,0.646,0.091,0
0.1,0.083,0.256,0.253,0.177,0.458,0.61,0.56,0.048,0.292,0
0.088,0.083,0.353,0.372,0.299,0.453,0.627,0.567,0.014,0.354,0
0.314,0.126,0.305,0.234,0.175,0.313,0.725,0.621,0.017,0.696,0
0.286,0.129,0.595,0.124,0.092,0.493,0.716,0.483,0.034,0.626,0
0.219,0.106,0.452,0.159,0.125,0.468,0.715,0.569,0.031,0.569,0
0.05,0.027,0.075,0.835,0.629,0.464,0.606,0.549,0.277,0.404,0
0.027,0.041,0.08,0.88,0.597,0.458,0.586,0.503,0.831,0.315,0
0.19,0.1,0.418,0.157,0.122,0.449,0.665,0.553,0.01,0.492,0
0.057,0.051,0.167,0.599,0.548,0.455,0.611,0.518,0.196,0.344,0
0.108,0.056,0.164,0.314,0.233,0.469,0.621,0.51,0.227,0.264,0
0.043,0.04,0.14,0.689,0.481,0.441,0.597,0.518,0.146,0.265,0
0.055,0.071,0.231,0.471,0.35,0.429,0.564,0.545,0.271,0.295,0
0.072,0.055,0.246,0.455,0.323,0.425,0.552,0.505,0.053,0.398,0
0.06,0.066,0.226,0.431,0.378,0.434,0.556,0.558,0.09,0.317,0
0.175,0.112,0.444,0.136,0.109,0.469,0.671,0.566,0.07,0.371,0
0.098,0.11,0.243,0.384,0.275,0.415,0.522,0.582,0.768,0.21,0
0.068,0.066,0.209,0.488,0.377,0.466,0.623,0.494,0.204,0.212,0
0.065,0.061,0.09,0.5,0.373,0.434,0.551,0.493,0.007,0.187,0
0.16,0.182,0.588,0.137,0.106,0.459,0.676,0.64,0.276,0.155,0
0.127,0.048,0.19,0.353,0.272,0.397,0.542,0.554,0.32,0.323,0
0.061,0.065,0.146,0.369,0.269,0.434,0.573,0.569,0.133,0.344,0
