0,1,2,3,4,5,6,7,label
0.5,0.554,0.529,0.102,0.169,0.133,0.125,0.127,0
0.0,0.561,0.555,0.111,0.229,0.215,0.163,0.167,0
0.0,0.568,0.571,0.119,0.224,0.203,0.17,0.147,0
0.0,0.568,0.58,0.119,0.215,0.182,0.188,0.142,0
0.0,0.574,0.563,0.119,0.233,0.211,0.201,0.154,0
1.0,0.574,0.555,0.106,0.198,0.19,0.135,0.133,0
0.0,0.574,0.555,0.119,0.227,0.214,0.169,0.151,0
0.0,0.574,0.58,0.111,0.237,0.225,0.157,0.18,0
0.5,0.581,0.563,0.115,0.238,0.212,0.185,0.176,1
1.0,0.581,0.563,0.133,0.242,0.243,0.172,0.154,0
0.0,0.581,0.597,0.111,0.227,0.194,0.174,0.153,1
1.0,0.581,0.504,0.111,0.212,0.167,0.158,0.183,0
0.0,0.588,0.563,0.119,0.272,0.264,0.191,0.188,0
1.0,0.588,0.538,0.088,0.204,0.159,0.161,0.173,0
1.0,0.588,0.588,0.119,0.272,0.245,0.208,0.178,0
0.0,0.588,0.588,0.133,0.248,0.233,0.176,0.186,0
0.0,0.588,0.597,0.128,0.281,0.259,0.238,0.193,0
0.5,0.595,0.63,0.124,0.295,0.246,0.263,0.228,0
0.0,0.595,0.563,0.137,0.252,0.248,0.18,0.153,0
0.5,0.608,0.605,0.124,0.256,0.233,0.227,0.173,0
0.0,0.608,0.58,0.124,0.259,0.224,0.207,0.168,2
0.5,0.615,0.622,0.115,0.268,0.218,0.259,0.203,0
0.5,0.615,0.622,0.133,0.3,0.22,0.305,0.2,0
0.0,0.615,0.588,0.111,0.23,0.182,0.211,0.184,0
0.5,0.622,0.58,0.119,0.29,0.264,0.257,0.203,0
0.0,0.622,0.63,0.124,0.253,0.191,0.209,0.213,0
0.0,0.622,0.639,0.124,0.309,0.251,0.301,0.217,0
0.5,0.642,0.655,0.137,0.35,0.365,0.234,0.216,1
0.5,0.642,0.63,0.124,0.286,0.247,0.211,0.273,1
0.5,0.655,0.672,0.142,0.342,0.304,0.272,0.272,1
0.5,0.662,0.58,0.115,0.246,0.206,0.219,0.178,0
0.0,0.669,0.664,0.137,0.423,0.378,0.337,0.292,1
0.0,0.669,0.664,0.137,0.422,0.344,0.276,0.34,1
0.5,0.669,0.672,0.133,0.391,0.362,0.335,0.268,0
0.0,0.669,0.655,0.124,0.376,0.353,0.288,0.238,0
0.0,0.669,0.681,0.15,0.319,0.273,0.254,0.212,0
0.0,0.676,0.706,0.142,0.394,0.333,0.361,0.287,1
0.5,0.676,0.681,0.142,0.39,0.361,0.29,0.247,1
0.5,0.682,0.681,0.133,0.394,0.374,0.296,0.287,0
0.5,0.682,0.681,0.159,0.372,0.275,0.341,0.274,0
0.0,0.682,0.672,0.133,0.358,0.335,0.278,0.281,1
0.5,0.682,0.664,0.128,0.402,0.375,0.289,0.287,0
0.0,0.682,0.731,0.115,0.401,0.393,0.337,0.235,1
0.0,0.696,0.689,0.137,0.402,0.352,0.344,0.273,2
0.0,0.696,0.697,0.142,0.426,0.321,0.319,0.306,0
0.5,0.696,0.672,0.128,0.376,0.346,0.321,0.248,0
0.5,0.703,0.697,0.137,0.396,0.303,0.234,0.153,2
0.5,0.703,0.664,0.133,0.394,0.394,0.29,0.248,2
0.0,0.703,0.706,0.146,0.429,0.417,0.32,0.272,1
0.5,0.703,0.681,0.124,0.355,0.312,0.275,0.249,1
0.0,0.703,0.672,0.133,0.369,0.348,0.29,0.268,1
0.5,0.716,0.731,0.133,0.401,0.353,0.348,0.292,1
0.0,0.716,0.706,0.137,0.41,0.384,0.323,0.273,1
0.0,0.716,0.697,0.146,0.435,0.405,0.344,0.29,2
0.0,0.723,0.697,0.133,0.411,0.379,0.339,0.306,2
0.0,0.723,0.706,0.137,0.413,0.372,0.314,0.327,1
0.5,0.73,0.714,0.142,0.443,0.393,0.341,0.327,0
0.5,0.736,0.765,0.159,0.471,0.399,0.363,0.385,2
0.5,0.743,0.714,0.15,0.478,0.419,0.365,0.362,1
0.0,0.743,0.731,0.155,0.471,0.383,0.356,0.402,1
0.5,0.743,0.706,0.155,0.404,0.319,0.325,0.346,1
0.5,0.743,0.748,0.146,0.455,0.385,0.399,0.312,1
0.5,0.743,0.723,0.177,0.488,0.392,0.397,0.398,1
0.0,0.75,0.723,0.137,0.452,0.428,0.361,0.307,0
0.5,0.75,0.739,0.146,0.462,0.402,0.373,0.312,2
0.0,0.75,0.714,0.133,0.417,0.348,0.326,0.321,0
0.0,0.757,0.731,0.155,0.486,0.418,0.355,0.392,2
0.0,0.757,0.79,0.164,0.497,0.459,0.394,0.372,1
0.0,0.764,0.756,0.137,0.496,0.473,0.349,0.332,1
0.5,0.764,0.748,0.15,0.537,0.465,0.429,0.406,2
0.5,0.764,0.748,0.155,0.493,0.331,0.382,0.397,1
0.5,0.77,0.748,0.137,0.432,0.413,0.31,0.316,1
0.0,0.77,0.782,0.155,0.579,0.523,0.45,0.429,2
0.0,0.77,0.782,0.155,0.552,0.476,0.467,0.397,0
0.5,0.77,0.756,0.146,0.507,0.459,0.405,0.333,0
0.0,0.77,0.748,0.155,0.473,0.425,0.393,0.346,2
0.5,0.77,0.748,0.142,0.441,0.368,0.43,0.297,1
0.5,0.77,0.773,0.133,0.429,0.346,0.27,0.382,1
0.0,0.777,0.739,0.142,0.461,0.383,0.41,0.37,1
0.0,0.777,0.782,0.186,0.594,0.448,0.405,0.457,2
0.0,0.777,0.79,0.164,0.574,0.446,0.424,0.474,1
0.5,0.784,0.681,0.142,0.528,0.463,0.435,0.18,1
0.5,0.784,0.765,0.155,0.585,0.572,0.442,0.4,1
0.5,0.791,0.756,0.164,0.54,0.463,0.398,0.438,2
0.0,0.791,0.807,0.168,0.563,0.431,0.39,0.514,1
0.0,0.791,0.739,0.173,0.576,0.399,0.473,0.482,1
0.5,0.791,0.706,0.159,0.484,0.43,0.386,0.332,0
0.0,0.804,0.79,0.146,0.569,0.458,0.413,0.398,2
0.5,0.811,0.866,0.199,0.561,0.496,0.394,0.432,1
0.5,0.811,0.857,0.173,0.65,0.513,0.475,0.55,2
0.0,0.818,0.807,0.164,0.568,0.487,0.423,0.495,2
0.0,0.831,0.79,0.155,0.602,0.554,0.476,0.402,0
0.0,0.831,0.756,0.177,0.662,0.6,0.528,0.477,1
0.5,0.838,0.807,0.155,0.65,0.54,0.521,0.5,1
0.5,0.851,0.807,0.159,0.596,0.465,0.552,0.402,2
0.0,0.858,0.857,0.181,0.778,0.68,0.687,0.544,2
0.0,0.865,0.857,0.155,0.691,0.513,0.55,0.411,1
0.5,0.865,0.79,0.164,0.552,0.447,0.504,0.402,2
0.5,0.892,0.916,0.195,0.904,0.762,0.579,0.596,2
0.0,0.932,0.916,0.195,0.815,0.677,0.67,0.617,2
1.0,0.149,0.126,0.04,0.01,0.007,0.009,0.008,0
1.0,0.162,0.16,0.04,0.013,0.011,0.007,0.009,0
1.0,0.162,0.134,0.035,0.011,0.008,0.006,0.008,0
1.0,0.169,0.168,0.035,0.015,0.01,0.011,0.005,0
1.0,0.203,0.185,0.049,0.02,0.017,0.016,0.013,0
1.0,0.23,0.21,0.058,0.024,0.02,0.016,0.02,0
1.0,0.236,0.21,0.058,0.024,0.016,0.02,0.021,0
1.0,0.257,0.235,0.049,0.029,0.024,0.022,0.023,0
1.0,0.27,0.235,0.058,0.037,0.036,0.026,0.026,0
1.0,0.277,0.261,0.075,0.037,0.027,0.031,0.032,0
1.0,0.284,0.277,0.058,0.033,0.027,0.026,0.028,0
1.0,0.304,0.277,0.071,0.044,0.036,0.034,0.037,0
1.0,0.324,0.303,0.049,0.053,0.043,0.035,0.037,0
1.0,0.331,0.286,0.075,0.049,0.045,0.038,0.039,0
1.0,0.358,0.353,0.071,0.071,0.06,0.062,0.053,0
1.0,0.399,0.378,0.088,0.078,0.078,0.034,0.062,0
1.0,0.405,0.378,0.071,0.082,0.075,0.059,0.065,0
1.0,0.405,0.37,0.088,0.082,0.078,0.055,0.063,0
1.0,0.419,0.395,0.071,0.087,0.081,0.065,0.063,0
1.0,0.439,0.445,0.084,0.123,0.13,0.069,0.085,0
1.0,0.446,0.412,0.097,0.113,0.115,0.057,0.091,0
1.0,0.453,0.412,0.088,0.099,0.084,0.074,0.086,0
1.0,0.453,0.454,0.088,0.114,0.088,0.094,0.104,0
1.0,0.466,0.412,0.093,0.111,0.084,0.092,0.102,0
1.0,0.466,0.445,0.097,0.128,0.116,0.083,0.103,0
1.0,0.466,0.429,0.084,0.098,0.084,0.066,0.086,0
1.0,0.473,0.454,0.102,0.13,0.108,0.113,0.103,0
0.0,0.48,0.471,0.106,0.14,0.133,0.113,0.102,0
1.0,0.486,0.462,0.097,0.146,0.138,0.126,0.094,0
1.0,0.486,0.487,0.102,0.147,0.149,0.096,0.104,0
1.0,0.493,0.462,0.097,0.131,0.103,0.11,0.118,0
1.0,0.5,0.487,0.093,0.144,0.112,0.133,0.115,0
1.0,0.5,0.479,0.128,0.153,0.13,0.118,0.128,0
1.0,0.5,0.471,0.097,0.145,0.133,0.122,0.107,0
1.0,0.507,0.521,0.111,0.163,0.143,0.129,0.13,0
1.0,0.507,0.479,0.106,0.174,0.161,0.141,0.118,0
1.0,0.507,0.462,0.093,0.131,0.125,0.103,0.096,0
1.0,0.507,0.462,0.088,0.145,0.13,0.131,0.096,0
1.0,0.507,0.462,0.097,0.13,0.107,0.116,0.1,0
1.0,0.52,0.496,0.102,0.146,0.12,0.128,0.116,0
0.0,0.534,0.513,0.093,0.192,0.181,0.183,0.127,0
1.0,0.534,0.546,0.111,0.171,0.141,0.141,0.14,0
1.0,0.541,0.496,0.097,0.161,0.138,0.13,0.128,0
1.0,0.541,0.496,0.088,0.16,0.145,0.145,0.113,0
1.0,0.547,0.546,0.111,0.22,0.228,0.142,0.164,0
0.0,0.561,0.689,0.111,0.184,0.157,0.171,0.139,0
1.0,0.574,0.538,0.124,0.194,0.166,0.147,0.156,0
1.0,0.574,0.538,0.106,0.191,0.144,0.152,0.168,1
1.0,0.574,0.546,0.111,0.183,0.166,0.149,0.132,0
0.0,0.574,0.563,0.111,0.184,0.166,0.153,0.129,0
0.5,0.581,0.563,0.111,0.192,0.165,0.197,0.139,0
1.0,0.588,0.588,0.111,0.24,0.232,0.183,0.18,0
0.5,0.588,0.58,0.111,0.192,0.175,0.151,0.137,0
1.0,0.588,0.58,0.111,0.197,0.175,0.157,0.15,1
1.0,0.588,0.546,0.102,0.182,0.144,0.149,0.164,0
1.0,0.595,0.555,0.111,0.216,0.213,0.166,0.148,0
0.0,0.601,0.58,0.128,0.274,0.236,0.242,0.183,1
1.0,0.601,0.546,0.119,0.19,0.154,0.174,0.155,0
1.0,0.601,0.546,0.111,0.196,0.193,0.17,0.165,0
0.5,0.601,0.681,0.133,0.36,0.351,0.261,0.252,0
1.0,0.608,0.58,0.115,0.228,0.218,0.163,0.168,0
1.0,0.608,0.58,0.124,0.212,0.176,0.169,0.181,1
0.0,0.608,0.588,0.106,0.267,0.252,0.204,0.199,1
1.0,0.608,0.571,0.106,0.215,0.199,0.183,0.139,0
1.0,0.615,0.58,0.111,0.218,0.187,0.167,0.188,0
1.0,0.622,0.563,0.111,0.211,0.174,0.196,0.167,1
1.0,0.628,0.613,0.124,0.235,0.209,0.181,0.187,1
0.0,0.635,0.563,0.119,0.277,0.283,0.238,0.154,0
0.0,0.635,0.597,0.106,0.28,0.291,0.184,0.188,1
0.0,0.635,0.605,0.124,0.29,0.31,0.167,0.216,1
0.5,0.642,0.605,0.119,0.288,0.286,0.244,0.173,0
0.5,0.642,0.63,0.133,0.297,0.265,0.256,0.221,0
0.0,0.642,0.622,0.133,0.294,0.276,0.232,0.214,1
0.0,0.655,0.63,0.128,0.318,0.311,0.233,0.232,1
0.0,0.655,0.655,0.142,0.317,0.282,0.286,0.219,0
0.5,0.655,0.647,0.137,0.226,0.225,0.232,0.243,0
0.0,0.655,0.605,0.128,0.301,0.289,0.248,0.203,0
0.0,0.662,0.672,0.133,0.339,0.306,0.315,0.228,1
0.0,0.662,0.639,0.133,0.35,0.389,0.24,0.204,0
0.5,0.662,0.664,0.155,0.357,0.3,0.312,0.262,1
0.0,0.669,0.681,0.133,0.367,0.363,0.267,0.248,1
0.5,0.669,0.655,0.128,0.31,0.276,0.285,0.218,0
1.0,0.669,0.647,0.133,0.267,0.23,0.21,0.222,0
0.5,0.676,0.681,0.128,0.352,0.313,0.301,0.263,0
0.5,0.676,0.664,0.142,0.378,0.373,0.281,0.255,1
0.0,0.676,0.639,0.124,0.299,0.269,0.251,0.22,1
0.5,0.676,0.697,0.146,0.307,0.292,0.259,0.236,1
0.0,0.676,0.672,0.119,0.321,0.285,0.259,0.258,1
1.0,0.676,0.639,0.115,0.284,0.211,0.283,0.243,1
0.0,0.676,0.655,0.15,0.361,0.369,0.286,0.226,1
0.0,0.676,0.655,0.128,0.299,0.278,0.255,0.218,1
0.0,0.682,0.672,0.133,0.394,0.32,0.283,0.263,0
0.0,0.682,0.672,0.173,0.658,0.635,0.56,0.438,1
0.0,0.682,0.655,0.119,0.288,0.253,0.251,0.218,1
0.0,0.682,0.664,0.124,0.34,0.326,0.238,0.251,1
0.0,0.682,0.664,0.128,0.354,0.367,0.259,0.227,0
0.5,0.682,0.664,0.137,0.329,0.258,0.323,0.263,1
0.0,0.689,0.681,0.128,0.33,0.321,0.24,0.233,1
0.0,0.689,0.689,0.142,0.338,0.308,0.31,0.263,0
0.0,0.696,0.697,0.133,0.352,0.323,0.305,0.238,0
0.5,0.709,0.706,0.142,0.363,0.325,0.328,0.254,1
0.0,0.709,0.672,0.15,0.421,0.467,0.315,0.238,0
0.5,0.709,0.689,0.133,0.39,0.366,0.344,0.248,0
0.0,0.709,0.689,0.137,0.359,0.344,0.324,0.223,1
0.5,0.716,0.697,0.146,0.416,0.41,0.299,0.289,1
0.0,0.716,0.706,0.124,0.395,0.373,0.338,0.272,1
0.0,0.716,0.714,0.15,0.418,0.391,0.311,0.314,1
0.5,0.716,0.706,0.146,0.373,0.291,0.288,0.354,1
0.0,0.723,0.723,0.142,0.359,0.357,0.278,0.239,0
0.0,0.723,0.723,0.128,0.471,0.526,0.296,0.284,1
0.0,0.723,0.697,0.146,0.372,0.334,0.318,0.265,1
0.0,0.73,0.681,0.15,0.373,0.323,0.357,0.268,1
0.5,0.73,0.689,0.133,0.326,0.31,0.24,0.239,1
0.5,0.73,0.706,0.137,0.363,0.3,0.329,0.283,1
0.0,0.736,0.697,0.119,0.36,0.357,0.263,0.245,0
0.0,0.736,0.664,0.177,0.303,0.287,0.2,0.238,0
0.5,0.736,0.714,0.142,0.393,0.378,0.321,0.279,0
0.5,0.743,0.723,0.155,0.486,0.493,0.357,0.329,1
0.0,0.743,0.714,0.164,0.427,0.394,0.381,0.284,0
0.0,0.75,0.697,0.137,0.4,0.395,0.277,0.285,0
0.0,0.75,0.748,0.155,0.447,0.378,0.403,0.34,1
0.5,0.757,0.739,0.013,0.409,0.343,0.405,0.286,1
0.0,0.764,0.773,0.146,0.484,0.424,0.449,0.355,1
0.0,0.77,0.798,0.173,0.492,0.434,0.387,0.371,1
0.5,0.77,0.714,0.15,0.401,0.354,0.334,0.302,1
0.5,0.777,0.748,0.168,0.518,0.431,0.446,0.422,1
0.0,0.777,0.748,0.137,0.425,0.379,0.412,0.291,2
0.0,0.784,0.773,0.142,0.463,0.371,0.485,0.342,2
0.5,0.784,0.765,0.155,0.5,0.395,0.49,0.361,1
0.5,0.791,0.798,0.164,0.476,0.367,0.355,0.473,2
0.0,0.797,0.79,0.142,0.482,0.422,0.367,0.337,0
1.0,0.797,0.748,0.15,0.459,0.405,0.382,0.357,1
0.5,0.804,0.756,0.181,0.483,0.408,0.398,0.35,1
0.5,0.824,0.815,0.19,0.602,0.446,0.481,0.47,2
0.0,0.824,0.782,0.146,0.537,0.469,0.485,0.397,1
0.5,0.831,0.815,0.137,0.514,0.419,0.408,0.387,1
0.0,0.831,0.798,0.186,0.56,0.494,0.533,0.384,2
0.5,0.831,0.798,0.15,0.549,0.534,0.458,0.367,1
0.0,0.838,0.849,0.164,0.616,0.594,0.488,0.434,1
0.0,0.845,0.857,0.159,0.619,0.601,0.441,0.443,1
0.0,0.845,0.874,0.168,0.804,0.736,0.55,0.634,2
0.5,0.845,0.79,0.168,0.582,0.574,0.404,0.397,1
0.5,0.851,0.832,0.15,0.431,0.429,0.31,0.298,1
0.5,0.858,0.849,0.159,0.584,0.494,0.501,0.449,2
0.0,0.865,0.832,0.168,0.709,0.703,0.535,0.504,2
0.0,0.865,0.807,0.168,0.593,0.597,0.411,0.417,1
0.5,0.872,0.882,0.173,0.744,0.69,0.631,0.534,1
0.5,0.872,0.832,0.177,0.706,0.607,0.617,0.518,1
0.0,0.872,0.857,0.128,0.42,0.464,0.255,0.266,0
0.0,0.878,0.756,0.164,0.7,0.689,0.56,0.447,2
0.5,0.885,0.874,0.164,0.665,0.625,0.5,0.479,2
0.0,0.892,0.891,0.164,0.752,0.64,0.724,0.497,2
0.0,0.905,0.857,0.19,0.683,0.602,0.603,0.497,2
0.5,0.912,0.866,0.186,0.791,0.745,0.683,0.542,2
0.5,0.919,0.958,0.186,0.886,0.804,0.675,0.675,2
0.0,0.919,0.882,0.181,0.71,0.557,0.528,0.591,1
0.5,0.953,0.966,0.19,0.94,1.0,0.656,0.582,2
1.0,0.149,0.538,0.106,0.164,0.131,0.137,0.148,0
1.0,0.23,0.252,0.053,0.026,0.022,0.018,0.02,0
1.0,0.236,0.218,0.058,0.024,0.019,0.018,0.021,0
1.0,0.236,0.227,0.058,0.029,0.026,0.019,0.023,0
1.0,0.27,0.235,0.08,0.039,0.036,0.038,0.034,0
1.0,0.311,0.269,0.058,0.037,0.029,0.026,0.036,0
1.0,0.318,0.286,0.062,0.037,0.292,0.019,0.038,0
1.0,0.324,0.294,0.071,0.048,0.036,0.04,0.043,0
1.0,0.324,0.294,0.062,0.04,0.03,0.03,0.037,0
1.0,0.338,0.286,0.066,0.049,0.037,0.041,0.088,0
1.0,0.345,0.328,0.084,0.073,0.068,0.051,0.05,0
1.0,0.345,0.252,0.084,0.056,0.051,0.041,0.042,0
1.0,0.351,0.319,0.08,0.071,0.064,0.053,0.046,0
1.0,0.358,0.328,0.08,0.063,0.051,0.043,0.053,0
1.0,0.365,0.336,0.084,0.068,0.062,0.048,0.053,0
1.0,0.365,0.336,0.075,0.07,0.07,0.048,0.048,0
1.0,0.372,0.361,0.066,0.075,0.067,0.047,0.063,0
1.0,0.372,0.336,0.08,0.063,0.057,0.039,0.051,0
1.0,0.385,0.361,0.075,0.069,0.058,0.045,0.062,0
1.0,0.392,0.361,0.075,0.066,0.054,0.055,0.056,0
1.0,0.392,0.361,0.075,0.069,0.055,0.049,0.058,0
1.0,0.392,0.353,0.075,0.075,0.063,0.064,0.058,0
1.0,0.399,0.395,0.08,0.086,0.059,0.086,0.073,0
1.0,0.399,0.378,0.075,0.076,0.073,0.045,0.06,0
1.0,0.405,0.395,0.084,0.075,0.064,0.053,0.059,0
1.0,0.405,0.395,0.075,0.084,0.079,0.059,0.068,0
1.0,0.405,0.37,0.08,0.077,0.062,0.053,0.074,0
1.0,0.405,0.37,0.084,0.087,0.073,0.054,0.076,0
1.0,0.405,0.378,0.071,0.071,0.055,0.063,0.063,0
1.0,0.405,0.361,0.075,0.077,0.063,0.051,0.068,0
1.0,0.412,0.37,0.097,0.09,0.073,0.07,0.074,0
1.0,0.412,0.361,0.071,0.074,0.057,0.055,0.068,0
1.0,0.419,0.395,0.08,0.092,0.074,0.078,0.073,1
1.0,0.419,0.378,0.075,0.076,0.065,0.049,0.065,0
1.0,0.419,0.412,0.084,0.106,0.102,0.08,0.072,0
1.0,0.419,0.378,0.08,0.08,0.068,0.055,0.064,0
1.0,0.426,0.412,0.084,0.115,0.111,0.075,0.087,0
1.0,0.432,0.42,0.093,0.1,0.076,0.078,0.093,0
1.0,0.432,0.403,0.084,0.096,0.077,0.082,0.083,0
1.0,0.432,0.361,0.088,0.105,0.097,0.08,0.08,0
1.0,0.439,0.395,0.088,0.094,0.08,0.079,0.075,0
1.0,0.446,0.387,0.08,0.093,0.084,0.066,0.073,0
1.0,0.453,0.471,0.097,0.116,0.105,0.092,0.168,0
1.0,0.466,0.42,0.08,0.115,0.112,0.08,0.08,0
1.0,0.473,0.454,0.097,0.117,0.116,0.059,0.098,0
1.0,0.473,0.445,0.088,0.107,0.084,0.078,0.104,0
1.0,0.473,0.429,0.08,0.106,0.092,0.085,0.078,0
1.0,0.48,0.479,0.0,0.151,0.138,0.113,0.113,0
1.0,0.48,0.437,0.084,0.133,0.117,0.105,0.103,0
1.0,0.486,0.437,0.097,0.13,0.108,0.093,0.118,0
1.0,0.493,0.479,0.106,0.154,0.142,0.109,0.118,1
1.0,0.507,0.462,0.093,0.158,0.139,0.117,0.118,1
1.0,0.514,0.487,0.093,0.141,0.11,0.099,0.124,0
0.5,0.514,0.521,0.102,0.152,0.123,0.142,0.123,0
1.0,0.514,0.462,0.088,0.131,0.24,0.101,0.108,0
1.0,0.52,0.513,0.093,0.164,0.149,0.13,0.108,0
1.0,0.52,0.496,0.093,0.131,0.105,0.101,0.112,1
0.5,0.52,0.521,0.111,0.169,0.138,0.137,0.139,0
1.0,0.527,0.479,0.097,0.122,0.095,0.095,0.111,2
1.0,0.534,0.521,0.088,0.145,0.117,0.112,0.133,0
1.0,0.534,0.504,0.159,0.169,0.138,0.138,0.148,0
1.0,0.534,0.504,0.106,0.138,0.112,0.116,0.113,0
1.0,0.541,0.504,0.088,0.178,0.17,0.119,0.138,0
1.0,0.541,0.546,0.106,0.155,0.119,0.116,0.148,0
1.0,0.541,0.513,0.097,0.174,0.141,0.144,0.148,0
1.0,0.547,0.529,0.111,0.192,0.163,0.132,0.163,1
1.0,0.547,0.504,0.102,0.167,0.138,0.147,0.13,0
1.0,0.547,0.521,0.088,0.163,0.148,0.109,0.133,0
1.0,0.568,0.504,0.106,0.175,0.143,0.137,0.147,0
1.0,0.568,0.546,0.115,0.181,0.146,0.152,0.158,0
0.0,0.568,0.571,0.106,0.195,0.15,0.18,0.165,0
1.0,0.574,0.546,0.119,0.21,0.197,0.136,0.154,1
0.0,0.574,0.613,0.119,0.239,0.202,0.186,0.204,1
1.0,0.574,0.538,0.128,0.205,0.16,0.18,0.183,1
1.0,0.574,0.597,0.124,0.234,0.173,0.213,0.194,1
1.0,0.574,0.538,0.111,0.201,0.174,0.163,0.155,0
1.0,0.574,0.571,0.124,0.219,0.196,0.158,0.193,1
1.0,0.581,0.588,0.115,0.212,0.202,0.144,0.178,0
1.0,0.581,0.546,0.106,0.21,0.174,0.188,0.178,0
1.0,0.581,0.571,0.093,0.194,0.166,0.135,0.169,0
1.0,0.595,0.546,0.106,0.221,0.219,0.17,0.158,0
1.0,0.595,0.613,0.119,0.251,0.226,0.189,0.203,2
1.0,0.595,0.58,0.119,0.246,0.215,0.165,0.173,1
1.0,0.601,0.58,0.115,0.206,0.156,0.179,0.178,1
1.0,0.601,0.571,0.111,0.234,0.201,0.172,0.188,1
1.0,0.608,0.58,0.111,0.246,0.247,0.182,0.162,1
0.0,0.608,0.613,0.137,0.298,0.287,0.186,0.202,1
1.0,0.615,0.605,0.115,0.245,0.262,0.145,0.165,1
1.0,0.615,0.613,0.137,0.286,0.317,0.145,0.19,1
1.0,0.615,0.605,0.097,0.203,0.169,0.162,0.187,1
1.0,0.615,0.622,0.115,0.271,0.281,0.158,0.208,1
1.0,0.622,0.58,0.119,0.213,0.194,0.159,0.152,1
1.0,0.622,0.605,0.133,0.203,0.241,0.177,0.223,0
0.5,0.622,0.597,0.115,0.252,0.225,0.189,0.205,1
0.0,0.622,0.639,0.133,0.253,0.233,0.19,0.192,1
0.5,0.628,0.613,0.128,0.306,0.29,0.214,0.215,1
1.0,0.628,0.613,0.124,0.257,0.215,0.19,0.227,1
1.0,0.635,0.639,0.119,0.273,0.249,0.194,0.225,0
0.5,0.635,0.655,0.133,0.283,0.237,0.214,0.205,1
1.0,0.635,0.63,0.133,0.257,0.202,0.172,0.252,1
1.0,0.635,0.588,0.119,0.21,0.181,0.155,0.183,0
1.0,0.642,0.63,0.128,0.279,0.251,0.224,0.221,2
0.5,0.642,0.588,0.111,0.23,0.199,0.18,0.198,1
0.0,0.642,0.63,0.133,0.309,0.277,0.25,0.246,1
1.0,0.642,0.639,0.124,0.266,0.22,0.204,0.23,1
1.0,0.642,0.622,0.119,0.258,0.223,0.203,0.213,1
0.0,0.649,0.647,0.124,0.308,0.273,0.205,0.253,1
1.0,0.649,0.63,0.137,0.261,0.21,0.188,0.278,1
1.0,0.649,0.63,0.124,0.271,0.229,0.217,0.228,1
1.0,0.649,0.622,0.128,0.279,0.234,0.232,0.223,1
1.0,0.655,0.622,0.119,0.29,0.249,0.243,0.234,1
1.0,0.655,0.622,0.128,0.243,0.207,0.171,0.214,1
0.5,0.655,0.655,0.137,0.433,0.374,0.424,0.267,1
1.0,0.655,0.672,0.128,0.344,0.367,0.212,0.233,1
1.0,0.662,0.647,0.155,0.309,0.278,0.276,0.208,2
0.5,0.662,0.664,0.128,0.3,0.283,0.221,0.223,0
0.0,0.662,0.655,0.133,0.281,0.244,0.242,0.217,0
0.0,0.662,0.563,0.111,0.263,0.236,0.171,0.166,2
1.0,0.669,0.664,0.128,0.265,0.189,0.288,0.219,1
1.0,0.669,0.664,0.119,0.281,0.256,0.186,0.243,0
0.5,0.669,0.681,0.119,0.346,0.266,0.332,0.263,1
0.0,0.669,0.639,0.15,0.308,0.256,0.24,0.268,1
1.0,0.669,0.647,0.115,0.271,0.233,0.234,0.2,1
0.0,0.669,0.639,0.111,0.317,0.257,0.241,0.273,1
0.5,0.676,0.613,0.119,0.303,0.309,0.193,0.21,1
0.5,0.676,0.714,0.146,0.381,0.343,0.275,0.303,1
0.0,0.676,0.681,0.137,0.315,0.296,0.231,0.218,1
0.0,0.682,0.681,0.137,0.509,0.451,0.359,0.293,1
0.0,0.682,0.672,0.119,0.281,0.272,0.219,0.202,1
0.5,0.682,0.655,0.133,0.303,0.268,0.205,0.251,0
0.0,0.689,0.689,0.137,0.323,0.306,0.258,0.233,1
0.0,0.689,0.731,0.164,0.414,0.35,0.333,0.332,1
1.0,0.689,0.706,0.142,0.371,0.322,0.307,0.283,1
0.0,0.689,0.681,0.146,0.394,0.391,0.308,0.272,1
0.0,0.689,0.697,0.146,0.498,0.537,0.301,0.292,1
0.0,0.689,0.706,0.133,0.376,0.357,0.261,0.286,1
0.0,0.689,0.664,0.159,0.282,0.225,0.244,0.235,0
1.0,0.696,0.655,0.119,0.273,0.22,0.229,0.228,1
0.0,0.696,0.697,0.159,0.42,0.402,0.298,0.307,1
0.0,0.696,0.672,0.137,0.313,0.26,0.247,0.273,1
0.5,0.703,0.689,0.133,0.346,0.276,0.257,0.223,1
0.5,0.703,0.689,0.137,0.363,0.312,0.147,0.302,2
0.0,0.709,0.706,0.15,0.4,0.341,0.357,0.306,1
0.0,0.709,0.714,0.137,0.358,0.303,0.248,0.322,2
1.0,0.709,0.706,0.133,0.396,0.379,0.324,0.268,1
0.5,0.709,0.689,0.137,0.368,0.319,0.329,0.278,2
0.5,0.709,0.672,0.128,0.314,0.281,0.225,0.267,1
0.0,0.709,0.681,0.137,0.339,0.299,0.248,0.292,2
1.0,0.716,0.723,0.133,0.438,0.424,0.297,0.327,2
0.0,0.716,0.731,0.124,0.345,0.281,0.271,0.312,1
1.0,0.716,0.639,0.115,0.319,0.29,0.228,0.258,2
0.5,0.716,0.706,0.155,0.38,0.311,0.288,0.332,1
0.5,0.716,0.697,0.142,0.383,0.363,0.291,0.273,2
0.0,0.723,0.664,0.133,0.308,0.273,0.241,0.248,1
